NCT_ID,Drug_Clean,Disease,endpoint_readout,endpoint_organ,drug_organ,endpoint_mech_category,is_on_mech_surrogate,is_surrogate_pass
NCT01996865,lenalidomide,Cell Lymphoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02128061,lenalidomide,Diffuse Large B Cell Lymphoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02137772,letermovir,cytomegalovirus infection,other,infection,infection,ambiguous,0,0
NCT02739516,letrozole,Unexplained Infertility,other,cardiac,oncology,off_mech,0,0
NCT02073773,levodopa,Ischaemic Stroke,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT01838551,levoketoconazole,Cushing syndrome,BIOMARKER,metabolic,derm,off_mech,0,1
NCT02217267,lidocaine,peripheral neuropathy,SYMPTOM_SCALE,cns,respiratory,off_mech,0,0
NCT02726737,lidocaine,Local Anesthesia,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT02284516,lifitegrast,dry eye syndrome,SYMPTOM_SCALE,other,sensory,ambiguous,0,0
NCT02015299,linagliptin,Diabetes,other,other,metabolic,ambiguous,0,0
NCT02066402,linezolid,gram-positive bacterial infections,other,oncology,infection,off_mech,0,0
NCT02008565,loperamide,fecal incontinence,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT02239380,lorazepam,Status Epilepticus,other,cns,cns,ambiguous,0,0
NCT02232763,losartan,Proteinuria,other,renal,cardiac,off_mech,0,0
NCT02232776,losartan,"Glomerulonephritis, IGA",other,renal,cardiac,off_mech,0,0
NCT02248961,losartan,Arterial Hypertension,BIOMARKER,cardiac,cardiac,on_mech_surrogate,1,1
NCT02138136,lubiprostone,functional constipation,other,other,metabolic,ambiguous,0,0
NCT01955187,methylprednisolone,MEMBRANOUS NEPHROPATHY,ORGAN_FUNCTION,renal,endocrine,off_mech,0,0
NCT02112487,macitentan,Pulmonary Arterial Hypertension,other,respiratory,cardiac,off_mech,0,0
NCT02034162,mebendazole,helminth infection,BIOMARKER,other,infection,ambiguous,0,0
NCT02070757,meropenem,Healthcare-Associated Pneumonia; Ventilator-Associated Pneumonia; Lung Diseases,CLINICAL_EVENT,infection,infection,clinical_on_mech,0,0
NCT03477422,meropenem,Urinary Tract Infection Complicated; Acute Pyelonephritis,SYMPTOM_SCALE,cns,infection,off_mech,0,0
NCT02280629,mesalamine,ulcerative colitis,CLINICAL_EVENT,other,metabolic,clinical_off_or_other,0,0
NCT02040376,metformin,Brain Tumor Treated With Cranial or Cranial-Spinal Radiation,other,other,metabolic,ambiguous,0,0
NCT02045290,metformin,Type 1 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT02058147,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT02152371,metformin,Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT01386671,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT02068443,metformin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT01987479,methotrexate,Rheumatoid Arthritis,other,other,oncology,ambiguous,0,0
NCT02001987,methotrexate,Rheumatoid Arthritis,BIOMARKER,other,oncology,ambiguous,0,0
NCT02037191,methotrexate,ALOPECIA AREATA,other,other,oncology,ambiguous,0,0
NCT02046603,methotrexate,Rheumatoid Arthritis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT02046616,methotrexate,Rheumatoid Arthritis,BIOMARKER,other,oncology,ambiguous,0,0
NCT02065713,methotrexate,Psoriatic Arthritis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT02105636,methotrexate,Neck Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02151851,methotrexate,Rheumatoid Arthritis,SYMPTOM_SCALE,cns,oncology,off_mech,0,0
NCT02152696,methotrexate,Persistent Pregnancy of Unknown Location; Ectopic Pregnancy,other,other,oncology,ambiguous,0,0
NCT02196701,methotrexate,Psoriasis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT02252042,methotrexate,Recurrent or Metastatic Head and Neck Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02277444,methotrexate,"Arthritis, Juvenile",BIOMARKER,other,oncology,ambiguous,0,0
NCT03311425,methylprednisolone,Dysphagia,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT02096900,midazolam,Parental/Caregiver Anxiety; Child's Anxiety,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02250703,midazolam,Preoperative Sedation,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT02325583,midazolam,epilepsy,BIOMARKER,metabolic,cns,off_mech,0,1
NCT02307565,midodrine,spinal cord injury,BIOMARKER,cardiac,cardiac,on_mech_surrogate,1,1
NCT02012491,mifepristone,spontaneous abortion,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT02011958,miltefosine,visceral Leishmaniasis,other,other,infection,ambiguous,0,0
NCT02193022,miltefosine,post-kala-azar dermal leishmaniasis,other,other,infection,ambiguous,0,0
NCT02045862,mirabegron,Urinary Bladder Overactive; Overactive Bladder; Urgency Incontinence; Urinary Bladder Diseases\Urologic Diseases,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT02336750,mirtazapine,Breast Cancer,other,other,cns,ambiguous,0,0
NCT02101268,momelotinib,primary myelofibrosis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT01951885,mycophenolate mofetil,Chronic Myelogenous Leukemia; Acute Lymphoblastic Leukemia; Acute Myeloid Leukemia; Acute Biphenotypic Leukemia; Myelodysplastic Syndrome; Myeloproliferative Neoplasm; Non-Hodgkin Lymphoma; Hodgkins Disease; Chronic Lymphocytic Leukemia; Multiple Myeloma,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02334488,mycophenolic acid,Chronic Kidney Disease,ORGAN_FUNCTION,renal,oncology,off_mech,0,0
NCT01959074,naftopidil,ureteral stent-related symptoms,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02132533,nifedipine,preterm labor and delivery,other,other,cardiac,ambiguous,0,0
NCT02272777,nilotinib,Chronic Myelogenous Leukemia,other,other,oncology,ambiguous,0,0
NCT02323529,nitisinone,tyrosinemia type I,BIOMARKER,other,metabolic,ambiguous,0,0
NCT02479529,norepinephrine,Vasoplegic syndrome,other,other,cardiac,ambiguous,0,0
NCT03106454,norethindrone,contraception,BIOMARKER,other,endocrine,ambiguous,0,0
NCT02116530,olanzapine,With Cancer,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02184195,olaparib,Pancreatic Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02161146,olopatadine,allergic conjunctivitis,SYMPTOM_SCALE,other,respiratory,ambiguous,0,0
NCT03362281,omeprazole,Peptic Ulcer Hemorrhage,other,other,metabolic,ambiguous,0,0
NCT02294058,ozanimod,Multiple Sclerosis,CLINICAL_EVENT,cns,oncology,clinical_off_or_other,0,0
NCT02090764,ozenoxacin,impetigo,SYMPTOM_SCALE,cns,derm,off_mech,0,0
NCT01964391,paclitaxel,Breast Cancer,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT01966471,paclitaxel,Primary Breast Cancer,CLINICAL_EVENT,hepatic,oncology,clinical_off_or_other,0,0
NCT01989676,paclitaxel,Metastatic Breast Cancer,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT02032277,paclitaxel,Breast Cancer,other,other,oncology,ambiguous,0,0
NCT02106546,paclitaxel,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02125344,paclitaxel,Neoadjuvant Treatment of Patients With High-risk Early Breast Cancer,other,oncology,oncology,ambiguous,0,0
NCT02163694,paclitaxel,Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02178956,paclitaxel,Junction Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02194166,paclitaxel,Breast Cancer,SYMPTOM_SCALE,cns,oncology,off_mech,0,0
NCT02214381,paclitaxel,Early Primary Breast Cancer,other,other,oncology,ambiguous,0,0
NCT02305849,peficitinib,Rheumatoid Arthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT02308163,peficitinib,Rheumatoid Arthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT02304783,piroxicam,Renal Colic,CLINICAL_EVENT,cns,msk,clinical_off_or_other,0,0
NCT01774838,prasugrel,Acute Coronary Syndrome; Unstable Angina,other,other,hematologic,ambiguous,0,0
NCT02000336,prednisolone,Rheumatoid Arthritis,SYMPTOM_SCALE,other,sensory,ambiguous,0,0
NCT03761225,prednisone,Prostate Cancer,CLINICAL_EVENT,oncology,metabolic,clinical_off_or_other,0,0
NCT02259426,primaquine,malaria,other,other,infection,ambiguous,0,0
NCT02131233,raltegravir,HIV infection,BIOMARKER,other,infection,ambiguous,0,0
NCT03764267,remifentanil,Breast Diseases,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02006745,ribavirin,HIV infection,other,other,infection,ambiguous,0,0
NCT02023112,ribavirin,hepatitis C virus infection,BIOMARKER,other,infection,ambiguous,0,0
NCT02105701,ribavirin,hepatitis C virus infection,other,other,infection,ambiguous,0,0
NCT03090035,ribavirin,hepatitis C virus infection,other,other,infection,ambiguous,0,0
NCT02278120,ribociclib,Advanced Breast Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT02109562,risperidone,Schizophrenia,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02123524,rivaroxaban,Symptomatic Superficial Vein Thrombosis,CLINICAL_EVENT,respiratory,hematologic,clinical_off_or_other,0,0
NCT02165826,roflumilast,COPD,BIOMARKER,other,respiratory,ambiguous,0,0
NCT02340520,roflumilast,COPD,ORGAN_FUNCTION,respiratory,respiratory,on_mech_surrogate,1,1
NCT02154763,ropivacaine,Bariatric Surgery Candidate,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT02256228,ropivacaine,Pain,other,hematologic,cns,off_mech,0,0
NCT02021318,roxadustat,anemia of chronic kidney disease,SYMPTOM_SCALE,other,hematologic,ambiguous,0,0
NCT02052310,roxadustat,anemia of chronic kidney disease,BIOMARKER,other,hematologic,ambiguous,0,0
NCT02174627,roxadustat,anemia,ORGAN_FUNCTION,renal,hematologic,off_mech,0,0
NCT02174731,roxadustat,anemia,BIOMARKER,renal,hematologic,off_mech,0,0
NCT02278341,roxadustat,anemia,other,hematologic,hematologic,ambiguous,0,0
NCT01968213,rucaparib,Ovarian Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02038036,ruxolitinib,Polycythemia Vera,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT02087059,ruxolitinib,Primary Myelofibrosis (MF),other,other,derm,ambiguous,0,0
NCT02292446,ruxolitinib,Polycythemia Vera,other,other,derm,ambiguous,0,0
NCT02320149,sarecycline,acne vulgaris,BIOMARKER,oncology,infection,off_mech,0,0
NCT02322866,sarecycline,acne vulgaris,BIOMARKER,oncology,infection,off_mech,0,0
NCT02067949,simvastatin,Critical Illness,CLINICAL_EVENT,other,cardiac,clinical_off_or_other,0,0
NCT02173457,sitagliptin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT02074514,sofosbuvir,hepatitis C virus infection,other,other,infection,ambiguous,0,0
NCT02231749,sunitinib,Cell Carcinoma,other,oncology,oncology,ambiguous,0,0
NCT01824290,tadalafil,"Hypertension, Pulmonary",other,other,endocrine,ambiguous,0,0
NCT02019420,tedizolid phosphate,pneumonia,CLINICAL_EVENT,other,unk,clinical_off_or_other,0,0
NCT02201108,teriflunomide,Multiple Sclerosis,CLINICAL_EVENT,cns,oncology,clinical_off_or_other,0,0
NCT02203253,thalidomide,Neoplasms,other,oncology,oncology,ambiguous,0,0
NCT01930591,ticagrelor,Acute Myocardial Infarction,other,hematologic,hematologic,ambiguous,0,0
NCT01911364,tiotropium,Chronic Obstructive Pulmonary Disease,CLINICAL_EVENT,respiratory,unk,clinical_off_or_other,0,0
NCT01976364,tofacitinib,Psoriatic Arthritis,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT02281552,tofacitinib,Rheumatoid Arthritis,BIOMARKER,hematologic,oncology,off_mech,0,0
NCT02251275,tolvaptan,"Polycystic Kidney, Autosomal Dominant",CLINICAL_EVENT,other,cardiac,clinical_off_or_other,0,0
NCT02201251,topiramate,Epilepsy,BIOMARKER,metabolic,cns,off_mech,0,1
NCT01651182,tranexamic acid,Cancer; Tumour; Surgery,other,other,hematologic,ambiguous,0,0
NCT02125890,tranexamic acid,Abdominal Aortic Aneurysms,other,hematologic,hematologic,ambiguous,0,0
NCT02187120,tranexamic acid,Wounds and Injuries; Acute Coagulopathy,SYMPTOM_SCALE,other,hematologic,ambiguous,0,0
NCT02393300,tranexamic acid,Total Blood Loss,other,other,hematologic,ambiguous,0,0
NCT02022930,triamcinolone acetonide,Osteoarthritis,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02873026,triamcinolone acetonide,ocular trauma,SYMPTOM_SCALE,other,unk,ambiguous,0,0
NCT02207829,umeclidinium,Chronic Obstructive Pulmonary Disease,ORGAN_FUNCTION,respiratory,unk,off_mech,0,0
NCT01987895,vancomycin,Clostridium Difficile Infection,SYMPTOM_SCALE,infection,sensory,off_mech,0,0
NCT02284126,vancomycin,Infection; Surgery; Nervous System Diseases,SYMPTOM_SCALE,infection,sensory,off_mech,0,0
NCT02005471,venetoclax,Chronic Lymphocytic Leukemia,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT02242942,venetoclax,Chronic Lymphocytic Leukemia,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT02105974,vilanterol,Chronic Obstructive Pulmonary Disease,ORGAN_FUNCTION,respiratory,unk,off_mech,0,0
NCT02079727,celecoxib,Knee Osteoarthritis,SYMPTOM_SCALE,other,msk,ambiguous,0,0
NCT02197416,dabigatran etexilate,Venous Thromboembolism; Secondary Prevention,CLINICAL_EVENT,hematologic,hematologic,clinical_on_mech,0,0
NCT02239120,dabigatran etexilate,Stroke; Secondary Prevention,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT02207088,dasabuvir,hepatitis C virus infection,BIOMARKER,other,infection,ambiguous,0,0
NCT01984684,delafloxacin,Skin and Subcutaneous Tissue Bacterial Infections; Skin Structures and Soft Tissue Infections,other,oncology,infection,off_mech,0,0
NCT02263326,dolutegravir,HIV infection,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT02026349,favipiravir,influenza,SYMPTOM_SCALE,cns,infection,off_mech,0,0
NCT02135419,fluorouracil,Anal Cancer,other,oncology,oncology,ambiguous,0,0
NCT01647932,hydrochlorothiazide,heart failure,CLINICAL_EVENT,metabolic,cardiac,clinical_off_or_other,0,0
NCT02369965,lamivudine,HIV infection,other,other,infection,ambiguous,0,0
NCT02180217,osilodrostat,Cushing syndrome,BIOMARKER,oncology,endocrine,off_mech,0,0
NCT01970371,plazomicin,Bloodstream Infections (BSI) Due to CRE; Hospital-Acquired Bacterial Pneumonia (HABP) Due to CRE; Ventilator-Associated Bacterial Pneumonia (VABP) Due to CRE; Complicated Urinary Tract Infection (cUTI) Due to CRE; Acute Pyelonephritis (AP) Due to CRE,CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT02830906,ramosetron,Postoperative Nausea and Vomiting,other,other,unk,ambiguous,0,0
NCT02265237,ribavirin,hepatitis C virus infection,BIOMARKER,other,infection,ambiguous,0,0
NCT02254291,sitagliptin,Type 2 Diabetes,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT01994720,ticagrelor,Acute Ischaemic Stroke; Transient Ischaemic Attack,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT02085161,tiotropium,chronic obstructive pulmonary disease,SYMPTOM_SCALE,respiratory,unk,off_mech,0,0
NCT02312440,tranexamic acid,Blood Loss,other,other,hematologic,ambiguous,0,0
NCT02179658,vancomycin,Clostridium Difficile,CLINICAL_EVENT,other,sensory,clinical_off_or_other,0,0
NCT01715285,abiraterone acetate,Prostate Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT01606319,acetaminophen,Asthma; Wheezing,CLINICAL_EVENT,respiratory,cns,clinical_off_or_other,0,0
NCT01406080,adapalene,photoaging,other,other,derm,ambiguous,0,0
NCT01809743,adenosine,coronary artery disease,other,other,sensory,ambiguous,0,0
NCT01853826,afatinib,Lung Cancer,other,other,oncology,ambiguous,0,0
NCT01856478,afatinib,Cell Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01953913,afatinib,Lung Cancer,other,other,oncology,ambiguous,0,0
NCT01825031,albendazole,Human Immunodeficiency Virus,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT01805726,alfentanil,Bronchoscopy; Conscious Sedation,BIOMARKER,other,cns,ambiguous,0,0
NCT01890122,alogliptin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT01829529,amoxicillin,Healthy,other,other,infection,ambiguous,0,0
NCT02974348,amoxicillin,Drug Resistant Malaria Due to Plasmodium Falciparum,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT01780987,apixaban,Deep Vein Thrombosis; Pulmonary Embolism,CLINICAL_EVENT,hematologic,hematologic,clinical_on_mech,0,0
NCT02563704,artesunate,malaria,other,other,infection,ambiguous,0,0
NCT01973049,asunaprevir,hepatitis C virus infection,other,other,infection,ambiguous,0,0
NCT01826487,ataluren,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Diseases; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",other,other,msk,ambiguous,0,0
NCT02342275,atenolol,hemangioma,other,other,cardiac,ambiguous,0,0
NCT01946815,atorvastatin,Coronary Artery Disease,other,other,cardiac,ambiguous,0,0
NCT01953328,atorvastatin,Hyperlipidemia or Mixed Dyslipidemia at High Risk for Cardiovascular Events,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT02084069,atorvastatin,Heart Valve Diseases,other,cardiac,cardiac,ambiguous,0,0
NCT01663623,azathioprine,Vasculitis,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT01697267,azathioprine,Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis; Microscopic Polyangiitis; Wegener Granulomatosis,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT01721044,baricitinib,Rheumatoid Arthritis,CLINICAL_EVENT,cns,oncology,clinical_off_or_other,0,0
NCT01885078,baricitinib,Rheumatoid Arthritis,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT02031640,beclomethasone dipropionate,asthma,ORGAN_FUNCTION,respiratory,respiratory,on_mech_surrogate,1,1
NCT02548832,berberine,mixed dyslipidemia,BIOMARKER,metabolic,unk,off_mech,0,1
NCT01838941,betaine,peroxisome biogenesis disorder,BIOMARKER,other,metabolic,ambiguous,0,0
NCT01809691,bicalutamide,Metastatic Prostate Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02085252,bicalutamide,Prostate Cancer,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT01982240,bisacodyl,chronic idiopathic constipation,other,other,metabolic,ambiguous,0,0
NCT01945294,boceprevir,hepatitis C virus infection,other,infection,infection,ambiguous,0,0
NCT01810380,brexpiprazole,schizophrenia,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01810783,brexpiprazole,schizophrenia,other,other,cns,ambiguous,0,0
NCT01838681,brexpiprazole,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT01942733,brexpiprazole,Major Depressive Disorder,ORGAN_FUNCTION,cns,cns,on_mech_surrogate,1,1
NCT01942785,brexpiprazole,Major Depressive Disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02012218,brexpiprazole,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT02013531,brexpiprazole,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT02013609,brexpiprazole,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT02013622,brexpiprazole,schizophrenia,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01769170,brincidofovir,cytomegalovirus infection,other,infection,infection,ambiguous,0,0
NCT02065219,bupivacaine,Chronic pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02065804,bupivacaine,Chronic pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03013361,bupivacaine,Functional Endoscopic Sinus Surgery (FESS),SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT01848054,buprenorphine,opioid use disorder,other,other,cns,ambiguous,0,0
NCT01908842,buprenorphine,opioid dependence,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03140449,calcitriol,facial angiofibroma,SYMPTOM_SCALE,oncology,metabolic,off_mech,0,0
NCT01774786,capecitabine,Gastric Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01918852,capecitabine,Colorectal Cancer; Metastases,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01996306,capecitabine,Colorectal Neoplasms; Neoplasm Metastasis; Intestinal Neoplasms; Gastrointestinal Neoplasms; Digestive System Neoplasms,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01838876,cariprazine,Major Depressive Disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT01724450,carvedilol,Breast Cancer; Heart Failure; Cardiotoxicity,ORGAN_FUNCTION,cardiac,cardiac,on_mech_surrogate,1,1
NCT01765296,celecoxib,Osteoarthritis,SYMPTOM_SCALE,cns,msk,off_mech,0,0
NCT01828099,ceritinib,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01828112,ceritinib,Non-Small Cell Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02644395,chlorthalidone,Hypertension; Kidney Transplantation,other,other,cardiac,ambiguous,0,0
NCT02069990,vitamin D3,vitamin D deficiency,BIOMARKER,other,metabolic,ambiguous,0,0
NCT02087007,cilostazol,vasospastic angina,SYMPTOM_SCALE,cns,hematologic,off_mech,0,0
NCT02094469,cilostazol,vasospastic angina,SYMPTOM_SCALE,cns,hematologic,off_mech,0,0
NCT01896232,cinacalcet,Secondary Hyperparathyroidism; Chronic Kidney Disease,other,other,endocrine,ambiguous,0,0
NCT02481193,cisatracurium,fasciculation,other,other,msk,ambiguous,0,0
NCT01870024,clonazepam,Status Epilepticus; Epilepsy,CLINICAL_EVENT,cns,cns,clinical_on_mech,0,0
NCT02181543,clonidine,Is an Only Child,SYMPTOM_SCALE,cns,cardiac,off_mech,0,0
NCT02324413,clonidine,Negative Behaviour Change,CLINICAL_EVENT,other,cardiac,clinical_off_or_other,0,0
NCT01758614,clopidogrel,Carotid Artery Occlusion; Middle Cerebral Artery Occlusion; Stroke,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT01993823,clotrimazole,otomycosis,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT01843530,cortisone acetate,ACE inhibitor-induced angioedema,SYMPTOM_SCALE,respiratory,sensory,off_mech,0,0
NCT01721772,dacarbazine,Metastatic Melanoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01763164,dacarbazine,positive Melanoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01741545,daclatasvir,hepatitis C virus infection,other,other,infection,ambiguous,0,0
NCT01922011,daptomycin,Acute Hematogenous Osteomyelitis,SYMPTOM_SCALE,cns,infection,off_mech,0,0
NCT01811732,delafloxacin,Skin and Subcutaneous Tissue Bacterial Infections,other,other,infection,ambiguous,0,0
NCT01916967,desloratadine,urticaria,SYMPTOM_SCALE,cns,respiratory,off_mech,0,0
NCT02073734,dexamethasone,Pelvic Organ Prolapse; PONV,SYMPTOM_SCALE,cns,derm,off_mech,0,0
NCT02023164,diphenhydramine,Acute Urticaria,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT01855919,duloxetine,Back Pain Lower Back Chronic,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01914666,duloxetine,Back Pain Lower Back Chronic,other,other,cns,ambiguous,0,0
NCT01931475,duloxetine,Osteoarthritis,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02004522,duvelisib,Chronic Lymphocytic Leukemia; Small Lymphocytic Lymphoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01483144,eflornithine,Familial adenomatous polyposis,other,other,derm,ambiguous,0,0
NCT01947855,empagliflozin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT02003924,enzalutamide,Prostate Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01861015,epinephrine,Uterine Myomas,other,other,respiratory,ambiguous,0,0
NCT01857856,eplerenone,Phospholamban R14del Mutation-related Cardiomyopathy,ORGAN_FUNCTION,cardiac,cardiac,on_mech_surrogate,1,1
NCT01844856,eravacycline,complicated intra-abdominal infection,CLINICAL_EVENT,infection,infection,clinical_on_mech,0,0
NCT01986881,ertugliflozin,Type 2 Diabetes Mellitus,CLINICAL_EVENT,cardiac,metabolic,clinical_off_or_other,0,0
NCT02153567,escitalopram,Dyspepsia; Anxiety; Depression,BIOMARKER,other,cns,ambiguous,0,0
NCT01873079,esomeprazole,Bleeding; ERCP,other,other,metabolic,ambiguous,0,0
NCT01942668,estradiol,Menopause,BIOMARKER,other,endocrine,ambiguous,0,0
NCT01763827,ezetimibe,Hyperlipidemia,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT01763905,ezetimibe,Hyperlipidemia,BIOMARKER,other,cardiac,ambiguous,0,0
NCT01849068,ezetimibe,Metabolic Syndrome X,BIOMARKER,other,cardiac,ambiguous,0,0
NCT02004899,fentanyl,"Anesthetic, Sedative or Analgesic Complications in Labor or Delivery",SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01503515,fluconazole,Fungal Infection; Hematopoietic and Lymphoid Cell Neoplasm,CLINICAL_EVENT,oncology,infection,clinical_off_or_other,0,0
NCT01806623,fluconazole,Vulvovaginal Candidiasis,other,oncology,infection,off_mech,0,0
NCT01808612,fluoxetine,Major Depressive Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT01808651,fluoxetine,Major Depressive Disorder,other,other,cns,ambiguous,0,0
NCT01622569,fluticasone propionate,nasal polyps,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT01623310,fluticasone propionate,chronic rhinosinusitis with nasal polyps,other,other,derm,ambiguous,0,0
NCT01623323,fluticasone propionate,chronic rhinosinusitis with nasal polyps,other,other,derm,ambiguous,0,0
NCT01624662,fluticasone propionate,nasal polyps,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT03359057,folic acid,contraception,BIOMARKER,other,various,ambiguous,0,0
NCT01942135,fulvestrant,Metastatic Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT01888497,gabapentin,Healthy,other,cns,cns,ambiguous,0,0
NCT01774721,gefitinib,NSCLC,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
