NCT_ID,Drug_Clean,Disease,endpoint_readout,endpoint_organ,drug_organ,endpoint_mech_category,is_on_mech_surrogate,is_surrogate_pass
NCT03571737,ibuprofen,Acute Musculoskeletal Disease; Sprains; Sprains and Strains; Injuries; Emergencies; Trauma; Acute Pain,BIOMARKER,cns,endocrine,off_mech,0,0
NCT03729973,ketamine,Sore Throat,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03585374,ketoprofen,Acute Traumatic Pain,SYMPTOM_SCALE,cns,msk,off_mech,0,0
NCT03485625,ketorolac,pain,other,other,sensory,ambiguous,0,0
NCT03311945,lamivudine,HIV-1 infection,CLINICAL_EVENT,infection,infection,clinical_on_mech,0,0
NCT03517449,lenvatinib,Advanced Endometrial Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03443869,letermovir,CMV Disease,other,other,infection,ambiguous,0,0
NCT02912988,letrozole,Subfertility,other,other,oncology,ambiguous,0,0
NCT03750786,leucovorin,Advanced Colorectal Cancer,other,oncology,unk,off_mech,0,0
NCT03898622,levothyroxine,TSH Control in Patients With Chronic Kidney Disease,other,renal,cardiac,off_mech,0,0
NCT03583333,linezolid,bacterial pneumonia,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03719313,lonafarnib,Hepatitis Delta Virus,CLINICAL_EVENT,oncology,metabolic,clinical_off_or_other,0,0
NCT02705573,mannitol,"Kidney Transplantation, Mannitol",other,renal,hematologic,off_mech,0,0
NCT03505489,mannitol,asthma,ORGAN_FUNCTION,respiratory,hematologic,off_mech,0,0
NCT03529123,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03841591,metformin,Diabetes,other,hepatic,metabolic,off_mech,0,0
NCT05451147,metformin,Diabetes Mellitus,other,other,metabolic,ambiguous,0,0
NCT03794505,methylprednisolone acetate,Shoulder Arthritis,SYMPTOM_SCALE,cns,unk,off_mech,0,0
NCT03729362,miglustat,late-onset Pompe disease,ORGAN_FUNCTION,respiratory,metabolic,off_mech,0,0
NCT03129646,miltefosine,visceral Leishmaniasis,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03825887,nalbuphine,Mucositis Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03542552,nifedipine,Placenta previa,other,hepatic,cardiac,off_mech,0,0
NCT03598270,niraparib,Ovarian Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03336619,nitazoxanide,Influenza,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT03605862,nitazoxanide,Enterovirus; Rhinovirus,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT03367572,olanzapine,Breast Cancer,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03286842,olaparib,Metastatic Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03402841,olaparib,Ovarian Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03555188,ondansetron,IBS - Irritable Bowel Syndrome,SYMPTOM_SCALE,cns,metabolic,off_mech,0,0
NCT03440385,ozanimod,Crohn disease,CLINICAL_EVENT,metabolic,oncology,clinical_off_or_other,0,0
NCT03296163,paclitaxel,Lung Cancer,other,oncology,oncology,ambiguous,0,0
NCT03337724,paclitaxel,Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03493854,paclitaxel,Breast Cancer,BIOMARKER,other,oncology,ambiguous,0,0
NCT03556358,paclitaxel,Breast Cancer,other,oncology,oncology,ambiguous,0,0
NCT03594747,paclitaxel,Advanced Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03603184,paclitaxel,Endometrial Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03635489,paclitaxel,Primary Peritoneal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03635567,paclitaxel,Metastatic Cervical Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03866993,paclitaxel,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03374800,pantoprazole,"Gastrointestinal Hemorrhage (Clinically Important, Upper)",other,other,metabolic,ambiguous,0,0
NCT03660059,peficitinib,Rheumatoid Arthritis,BIOMARKER,oncology,oncology,on_mech_surrogate,1,1
NCT03607539,pemetrexed,NSCLC,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03663205,pemetrexed,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03575052,pimavanserin,neuropsychiatric symptoms of neurodegenerative disease,other,other,cns,ambiguous,0,0
NCT03623321,pimavanserin,neuropsychiatric symptoms of neurodegenerative disease,other,other,cns,ambiguous,0,0
NCT01519154,propofol,sedation,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03674008,propofol,Sedation or Anesthesia,other,other,cns,ambiguous,0,0
NCT03779061,propofol,sedation,other,other,cns,ambiguous,0,0
NCT04034771,propofol,traumatic brain injury,BIOMARKER,other,cns,ambiguous,0,0
NCT03661489,remimazolam,"Anesthesia, Intravenous",other,other,cns,ambiguous,0,0
NCT03347344,riluzole,spinocerebellar ataxia type 2,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03461757,rimegepant,migraine,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03387670,simvastatin,Multiple Sclerosis,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT05576675,sufentanil,Gastrointestinal Surgery,CLINICAL_EVENT,other,cns,clinical_off_or_other,0,0
NCT02802501,tafenoquine,malaria,CLINICAL_EVENT,other,infection,clinical_off_or_other,0,0
NCT03354039,tamoxifen,Duchenne Muscular Dystrophy,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03427125,tenapanor,hyperphosphatemia,BIOMARKER,other,metabolic,ambiguous,0,0
NCT03354429,ticagrelor,Acute Ischaemic Stroke; Transient Ischaemic Attack,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT03486457,tofacitinib,Psoriatic Arthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT03502616,tofacitinib,Ankylosing Spondylitis,BIOMARKER,cns,oncology,off_mech,0,0
NCT03255226,tolvaptan,Pediatric Congestive Heart Failure (CHF) Patients With Volume Overload,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT03088813,topotecan,Lung Cancer,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT03551626,trametinib,Malignant Melanoma,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT02775773,tranexamic acid,Post Partum Haemorrhage,other,other,hematologic,ambiguous,0,0
NCT03364491,tranexamic acid,Obstetrical Complications; Hemorrhage; Labor and Delivery,CLINICAL_EVENT,hepatic,hematologic,clinical_off_or_other,0,0
NCT03463993,tranexamic acid,Post Partum Hemorrhage,other,other,hematologic,ambiguous,0,0
NCT03505723,tranexamic acid,Perioperative Bleeding; Venous Thrombosis; Arterial Thrombosis,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT03565276,tranexamic acid,Post Partum Hemorrhage,BIOMARKER,other,hematologic,ambiguous,0,0
NCT03846973,tranexamic acid,Tranexamic Acid,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT03534284,trazodone,Insomnia; End Stage Renal Disease,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02955212,upadacitinib,Rheumatoid Arthritis,BIOMARKER,cns,oncology,off_mech,0,0
NCT03569293,upadacitinib,atopic dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03607422,upadacitinib,atopic dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03653026,upadacitinib,ulcerative colitis,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT03661138,upadacitinib,atopic dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03583372,vibegron,overactive bladder,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT03232398,warfarin,Acute Myocardial Infarction; Left Ventricular Thrombosis; Anticoagulants and Bleeding Disorders,ORGAN_FUNCTION,cardiac,hematologic,off_mech,0,0
NCT03734016,zanubrutinib,Chronic Lymphocytic Leukemia,other,oncology,oncology,ambiguous,0,0
NCT03465722,avapritinib,GIST,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03675737,capecitabine,Stomach Neoplasms,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03572933,ganaxolone,CDKL5 deficiency disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03416179,glasdegib,Acute Myeloid Leukemia,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03553498,hydromorphone,pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03665779,isosorbide mononitrate,Induction of Labor Affected Fetus / Newborn; Rupture of Membranes Prior to Onset of Labor,other,hepatic,cardiac,off_mech,0,0
NCT03713593,lenvatinib,Advanced Hepatocellular Carcinoma,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03422328,macitentan,Pulmonary Arterial Hypertension; Chronic Thromboembolic Pulmonary Hypertension,other,other,cardiac,ambiguous,0,0
NCT03470545,mavacamten,hypertrophic cardiomyopathy,other,cardiac,cardiac,ambiguous,0,0
NCT03219437,methotrexate,Psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT03691090,paclitaxel,Advanced Esophageal Cancer,other,oncology,oncology,ambiguous,0,0
NCT03515837,pemetrexed,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03149809,solifenacin,Urinary Symptoms in Parkinson Disease,SYMPTOM_SCALE,other,endocrine,ambiguous,0,0
NCT03334682,spironolactone,acne vulgaris,SYMPTOM_SCALE,other,cardiac,ambiguous,0,0
NCT03492281,vibegron,overactive bladder,other,other,endocrine,ambiguous,0,0
NCT03009981,abiraterone acetate,Relapsed Prostate Cancer,CLINICAL_EVENT,oncology,unk,clinical_off_or_other,0,0
NCT03014167,albendazole,filariasis,BIOMARKER,other,infection,ambiguous,0,0
NCT03137303,albuterol,COPD,CLINICAL_EVENT,respiratory,respiratory,clinical_on_mech,0,0
NCT03185065,amantadine,Multiple Sclerosis,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT02924285,amiodarone,Therapy of Premature Ventricular Contractions in Patients With Structural Heart Disease,other,cardiac,cardiac,ambiguous,0,0
NCT02933697,apixaban,Atrial Fibrillation; End-stage Kidney Disease,CLINICAL_EVENT,renal,hematologic,clinical_off_or_other,0,0
NCT03045406,apixaban,With Cancer,CLINICAL_EVENT,hematologic,hematologic,clinical_on_mech,0,0
NCT03080883,apixaban,Secondary Cancer,CLINICAL_EVENT,other,hematologic,clinical_off_or_other,0,0
NCT03123471,apremilast,psoriasis,SYMPTOM_SCALE,oncology,oncology,ambiguous,0,0
NCT03106779,asciminib,Chronic Myelogenous Leukemia,other,other,oncology,ambiguous,0,0
NCT03179631,ataluren,"Muscular Dystrophy, Duchenne; Muscular Dystrophies; Muscular Disorders, Atrophic; Muscular Diseases; Musculoskeletal Disease; Neuromuscular Diseases; Nervous System Diseases; Genetic Diseases, X-Linked; Genetic Diseases, Inborn",ORGAN_FUNCTION,respiratory,msk,off_mech,0,0
NCT03268954,azacitidine,Participants With Higher-Risk Myelodysplastic Syndrome,CLINICAL_EVENT,hematologic,oncology,clinical_off_or_other,0,0
NCT03334396,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03334422,baricitinib,Atopic Dermatitis,SYMPTOM_SCALE,other,oncology,ambiguous,0,0
NCT03337308,bempedoic acid,Hyperlipidemias,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT03100318,benzbromarone,hyperuricemia,BIOMARKER,other,msk,ambiguous,0,0
NCT03257865,brexpiprazole,bipolar I disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03259555,brexpiprazole,bipolar I disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03287869,brexpiprazole,bipolar I disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03083665,brivaracetam,epilepsy,other,other,cns,ambiguous,0,0
NCT03250377,brivaracetam,epilepsy,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03009500,bupivacaine,Chronic Peripheral Post-traumatic Neuropathic Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03027661,bupivacaine,Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02526212,buprenorphine,opioid use disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03232346,buprenorphine,opioid use disorder,other,other,cns,ambiguous,0,0
NCT03006705,capecitabine,Gastric Cancer,CLINICAL_EVENT,other,oncology,clinical_off_or_other,0,0
NCT03084939,capecitabine,Metastatic Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03032380,cefiderocol,Healthcare-associated Pneumonia (HCAP); Hospital Acquired Pneumonia (HAP); Ventilator Associated Pneumonia (VAP),CLINICAL_EVENT,respiratory,infection,clinical_off_or_other,0,0
NCT03269994,cefoxitin,pancreatic cancer,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT03294395,ceftriaxone,gonorrhea,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03396588,clonidine,neonatal abstinence syndrome,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT02814916,dalbavancin,Methicillin-Resistant Staphylococcus Aureus; Bacterial Infections; Staphylococcal Skin Infections,SYMPTOM_SCALE,other,infection,ambiguous,0,0
NCT02984644,dapagliflozin,Type II; Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03036124,dapagliflozin,Chronic Heart Failure With Reduced Ejection Fraction (HFrEF),CLINICAL_EVENT,cardiac,metabolic,clinical_off_or_other,0,0
NCT03036150,dapagliflozin,Chronic Kidney Disease,CLINICAL_EVENT,renal,metabolic,clinical_off_or_other,0,0
NCT03199053,dapagliflozin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03029208,daprodustat,anemia,other,hematologic,hematologic,ambiguous,0,0
NCT03011905,dexamethasone,"Brachial Plexus Block; Pain, Postoperative",SYMPTOM_SCALE,cns,derm,off_mech,0,0
NCT03029234,dexamethasone,Multiple Myeloma,BIOMARKER,hematologic,derm,off_mech,0,0
NCT03092817,dexamethasone,Tuberculosis; Tuberculous Meningitis; Drug-Induced Liver Injury; HIV; IRIS,CLINICAL_EVENT,oncology,derm,clinical_off_or_other,0,0
NCT03158688,dexamethasone,Multiple Myeloma,CLINICAL_EVENT,hematologic,derm,clinical_off_or_other,0,0
NCT03218553,dexamethasone,Major Non-cardiac Surgery,CLINICAL_EVENT,respiratory,derm,clinical_off_or_other,0,0
NCT03234972,dexamethasone,Multiple Myeloma,CLINICAL_EVENT,hematologic,derm,clinical_off_or_other,0,0
NCT03001661,dinoprostone,Induction of Labor Affected Fetus / Newborn,other,hepatic,endocrine,off_mech,0,0
NCT03067597,dinoprostone,cervical ripening,SYMPTOM_SCALE,hepatic,endocrine,off_mech,0,0
NCT03067727,dinoprostone,cervical ripening,SYMPTOM_SCALE,hepatic,endocrine,off_mech,0,0
NCT02976259,dolutegravir,HIV infection,BIOMARKER,other,infection,ambiguous,0,0
NCT02987530,dolutegravir,HIV-1 infection,BIOMARKER,other,infection,ambiguous,0,0
NCT03122262,dolutegravir,HIV-1 infection,BIOMARKER,other,infection,ambiguous,0,0
NCT03176693,doxazosin,pheochromocytoma and paraganglioma,BIOMARKER,other,cardiac,ambiguous,0,0
NCT02798471,edoxaban,Venous Thromboembolism (VTE); Pulmonary Embolism; Deep Vein Thrombosis (DVT),CLINICAL_EVENT,respiratory,hematologic,clinical_off_or_other,0,0
NCT02866175,edoxaban,Atrial Fibrillation,CLINICAL_EVENT,hematologic,hematologic,clinical_on_mech,0,0
NCT02942576,edoxaban,Atrial Fibrillation,CLINICAL_EVENT,cns,hematologic,clinical_off_or_other,0,0
NCT03244319,edoxaban,MV(Mitral Valve) Repair,other,hematologic,hematologic,ambiguous,0,0
NCT03057951,empagliflozin,Heart Failure,CLINICAL_EVENT,cardiac,metabolic,clinical_off_or_other,0,0
NCT03057977,empagliflozin,Heart Failure,CLINICAL_EVENT,cardiac,metabolic,clinical_off_or_other,0,0
NCT03151343,empagliflozin,Type2 Diabetes Mellitus,other,cardiac,metabolic,off_mech,0,0
NCT03066804,enalapril,Heart Failure With Preserved Ejection Fraction,other,other,cardiac,ambiguous,0,0
NCT03265574,enalapril,Breast Cancer,other,cardiac,cardiac,ambiguous,0,0
NCT03016312,enzalutamide,Prostrate Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03032510,eravacycline,complicated urinary tract infection,SYMPTOM_SCALE,infection,infection,ambiguous,0,0
NCT03264547,eribulin,Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03039192,esketamine,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03097133,esketamine,Major Depressive Disorder,BIOMARKER,cns,cns,on_mech_surrogate,1,1
NCT03066778,etoposide,Participants With Extensive Stage Small Cell Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04414800,fentanyl,"Multiple Trauma; Pain, Acute",SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03025308,filgotinib,Rheumatoid Arthritis,other,other,oncology,ambiguous,0,0
NCT03143153,fluorouracil,Esophageal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT04628325,furosemide,congestive heart failure,other,other,cardiac,ambiguous,0,0
NCT03269344,gabapentin,Oropharyngeal Cancer,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03128515,hydroxyurea,Sickle Cell Anemia; Sickle Cell Disease; Malaria,other,hematologic,oncology,off_mech,0,0
NCT03053440,ibrutinib,Waldenström's Macroglobulinemia,BIOMARKER,other,oncology,ambiguous,0,0
NCT03112174,ibrutinib,Cell Lymphoma,CLINICAL_EVENT,cardiac,oncology,clinical_off_or_other,0,0
NCT02863575,ibuprofen,Pain,SYMPTOM_SCALE,cns,endocrine,off_mech,0,0
NCT04037514,ibuprofen,Patent Ductus Arteriosus After Premature Birth,other,other,endocrine,ambiguous,0,0
NCT03068312,ivacaftor,cystic fibrosis,BIOMARKER,other,respiratory,ambiguous,0,0
NCT03150719,ivacaftor,cystic fibrosis,CLINICAL_EVENT,respiratory,respiratory,clinical_on_mech,0,0
NCT02892916,ketamine,Post Operative Cognitive Dysfunction,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02920528,ketamine,Treatment of Acute Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03104140,ketamine,Septic Shock,BIOMARKER,other,cns,ambiguous,0,0
NCT03320486,ketoconazole,tinea pedis,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT03050307,lansoprazole,Gastric Ulcer,other,other,metabolic,ambiguous,0,0
NCT03050359,lansoprazole,Duodenal Ulcer,other,other,metabolic,ambiguous,0,0
NCT02966093,lenvatinib,Thyroid Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT02818738,levamisole hydrochloride,Maintaining Remission After the First Flare of Steroid Sensitive Nephrotic Syndrome,CLINICAL_EVENT,hematologic,infection,clinical_off_or_other,0,0
NCT03340064,levetiracetam,Partial Seizures,other,cns,cns,ambiguous,0,0
NCT03277690,levoketoconazole,Cushing syndrome,BIOMARKER,other,derm,ambiguous,0,0
NCT02720198,levomilnacipran,Major Depressive Disorder,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03086486,linezolid,tuberculosis,CLINICAL_EVENT,infection,infection,clinical_on_mech,0,0
NCT03097861,lubiprostone,chronic idiopathic constipation,BIOMARKER,other,metabolic,ambiguous,0,0
NCT03249376,lumateperone,Depression,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02932410,macitentan,Pulmonary Arterial Hypertension,BIOMARKER,metabolic,cardiac,off_mech,0,1
NCT02927067,maribavir,Cytomegalovirus (CMV),BIOMARKER,other,infection,ambiguous,0,0
NCT03066830,metformin,Type 2 Diabetes Mellitus,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03130426,metformin,Type 2 Diabetes,CLINICAL_EVENT,metabolic,metabolic,clinical_on_mech,0,0
NCT03214380,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03268005,metformin,Type 2 Diabetes,BIOMARKER,metabolic,metabolic,on_mech_surrogate,1,1
NCT03309007,metformin,diabetes,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT02980276,metformin,Reduction of Gestational Diabetes,CLINICAL_EVENT,metabolic,metabolic,clinical_on_mech,0,0
NCT03215056,methoxyflurane,Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT03256903,methoxyflurane,Trauma Pain,SYMPTOM_SCALE,cns,cns,ambiguous,0,0
NCT02700685,methylphenidate,attention deficit hyperactivity disorder,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03229538,methylprednisolone,Congenital Heart Disease in Children; Inflammatory Response,CLINICAL_EVENT,cardiac,endocrine,clinical_off_or_other,0,0
NCT03220958,metoclopramide,Post-Traumatic Headache,SYMPTOM_SCALE,cns,metabolic,off_mech,0,0
NCT03069677,midazolam,Anxiety,BIOMARKER,other,cns,ambiguous,0,0
NCT03031184,mirtazapine,Dementia,SYMPTOM_SCALE,other,cns,ambiguous,0,0
NCT03148574,misoprostol,postpartum hemorrhage,other,other,endocrine,ambiguous,0,0
NCT03085797,mometasone furoate,chronic rhinosinusitis with nasal polyps,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT02990286,mycophenolate mofetil,"Lung Disease, Interstitial",CLINICAL_EVENT,respiratory,unk,clinical_off_or_other,0,0
NCT03156452,mycophenolate mofetil,Immune Thrombocytopenia,CLINICAL_EVENT,hematologic,unk,clinical_off_or_other,0,0
NCT03248037,netarsudil,Fuchs' endothelial dystrophy,other,other,sensory,ambiguous,0,0
NCT03091699,nicotine,smoking cessation,other,cns,cns,ambiguous,0,0
NCT02999178,nintedanib,"Lung Diseases, Interstitial",ORGAN_FUNCTION,respiratory,oncology,off_mech,0,0
NCT03313180,nintedanib,"Lung Diseases, Interstitial",other,other,oncology,ambiguous,0,0
NCT03187769,olanzapine,Schizophrenia; Schizophreniform Disorders; Bipolar I Disorder,BIOMARKER,metabolic,cns,off_mech,0,1
NCT03219710,olanzapine,Chemotherapy-induced Nausea and Vomiting,other,other,cns,ambiguous,0,0
NCT03205228,omeprazole,Globus,SYMPTOM_SCALE,other,metabolic,ambiguous,0,0
NCT03352323,oxymetazoline,rosacea,SYMPTOM_SCALE,other,derm,ambiguous,0,0
NCT02898077,paclitaxel,Gastroesophageal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03036488,paclitaxel,Breast Cancer,other,oncology,oncology,ambiguous,0,0
NCT03038100,paclitaxel,Primary Peritoneal Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03064126,paclitaxel,"Peripheral Artery Disease; Atherosclerosis; Artery Diseases, Peripheral; Plaque, Atherosclerotic; Occlusive Arterial Disease",other,cardiac,oncology,off_mech,0,0
NCT03117049,paclitaxel,Lung Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03125902,paclitaxel,Breast Cancer,CLINICAL_EVENT,oncology,oncology,clinical_on_mech,0,0
NCT03169335,paclitaxel,Lung Cancer,other,oncology,oncology,ambiguous,0,0
NCT03329911,paclitaxel,Lung Cancer,other,oncology,oncology,ambiguous,0,0
