smiles,inchikey,drug_name,chembl_id,drugbank_id,drug_targets_symbols,drug_targets_ensembl,drug_targets_enst,n_targets,n_ensembl_targets,n_enst_targets
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,KSMAGQUYOIHWFS-UHFFFAOYSA-N,Lofexidine,CHEMBL17860,,ADRA2A;ADRA2B;ADRA2C,,,3,0,0
COC(=O)Nc1c(N)nc(-c2nn(Cc3ccccc3F)c3ncc(F)cc23)nc1N,QZFHIXARHDBPBY-UHFFFAOYSA-N,Vericiguat,CHEMBL4066936,,GUCY1B2;GUCY1B1;GUCY1A2;GUCY1A1,,,4,0,0
NC(=O)c1cn(Cc2c(F)cccc2F)nn1,POGQSBRIGCQNEG-UHFFFAOYSA-N,Rufinamide,CHEMBL1201754,,SCN9A;SCN7A;SCN8A;SCN4A;SCN3A;SCN11A;SCN5A;SCN1A;SCN2A;SCN10A,,,10,0,0
OCc1cc([C@@H](O)CNCCCCCCOCCOCc2c(Cl)cccc2Cl)ccc1O,DAFYYTQWSAWIGS-DEOSSOPVSA-N,vilanterol,CHEMBL1198857,,ADRB2,,,1,0,0
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,WSNODXPBBALQOF-VEJSHDCNSA-N,tafluprost,CHEMBL1963683,,PTGFR,,,1,0,0
C[C@H]1CN(C(=O)CC#N)[C@]12CCN(c1ncnc3[nH]ccc13)C2,LOWWYYZBZNSPDT-ZBEGNZNMSA-N,LEO 124249,CHEMBL4297507,,TYK2;JAK3;JAK1;JAK2,ENSG00000096968;ENSG00000162434;ENSG00000105639;ENSG00000105397,ENST00000524462;ENST00000524470;ENST00000525220;ENST00000525621;ENST00000525824;ENST00000525976;ENST00000527481;ENST00000529317;ENST00000529370;ENST00000529739;ENST00000530220;ENST00000530560;ENST00000530829;ENST00000531620;ENST00000531836;ENST00000533334;ENST00000534228;ENST00000699354;ENST00000699355;ENST00000699356;ENST00000699357;ENST00000699358;ENST00000699359;ENST00000699360;ENST00000699361;ENST00000699362;ENST00000699363;ENST00000699364;ENST00000699365;ENST00000699366;ENST00000699367;ENST00000699368;ENST00000699369;ENST00000699370;ENST00000699371;ENST00000907161;ENST00000907162;ENST00000907163;ENST00000913938;ENST00000955973;ENST00000955974;ENST00000955975;ENST00000955976;ENST00000955977;ENST00000955978;ENST00000458235;ENST00000526008;ENST00000527031;ENST00000527670;ENST00000528293;ENST00000528705;ENST00000534444;ENST00000696967;ENST00000696968;ENST00000696969;ENST00000696970;ENST00000342505;ENST00000465376;ENST00000471473;ENST00000481702;ENST00000494904;ENST00000671746;ENST00000671929;ENST00000671954;ENST00000672099;ENST00000672179;ENST00000672247;ENST00000672434;ENST00000672574;ENST00000672751;ENST00000672903;ENST00000673046;ENST00000673220;ENST00000673246;ENST00000673254;ENST00000673314;ENST00000673502;ENST00000699259;ENST00000699260;ENST00000699261;ENST00000699262;ENST00000699263;ENST00000699310;ENST00000699311;ENST00000699312;ENST00000699313;ENST00000699314;ENST00000893439;ENST00000893440;ENST00000893441;ENST00000893442;ENST00000893443;ENST00000893444;ENST00000893445;ENST00000930718;ENST00000930721;ENST00000970943;ENST00000970944;ENST00000970945;ENST00000970946;ENST00000970947;ENST00000381652;ENST00000476574;ENST00000487310;ENST00000636127;ENST00000870320;ENST00000870321;ENST00000870322;ENST00000870323;ENST00000870324;ENST00000870325;ENST00000963937;ENST00000963938;ENST00000963939;ENST00000963940;ENST00000963941,4,4,116
COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,VPPJLAIAVCUEMN-GFCCVEGCSA-N,Lacosamide,CHEMBL58323,,SCN9A;SCN7A;SCN8A;SCN4A;SCN3A;SCN11A;SCN5A;SCN1A;SCN2A;SCN10A,,,10,0,0
Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,YOZBGTLTNGAVFU-UHFFFAOYSA-N,roxadustat,CHEMBL2338329,,EGLN1;EGLN3;EGLN2;P4HTM,,,4,0,0
Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,JTEGQNOMFQHVDC-NKWVEPMBSA-N,Lamivudine,CHEMBL141,,,,,0,0,0
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,IUJDSEJGGMCXSG-UHFFFAOYSA-N,Thiopental,CHEMBL441,,GABRD;GABRE;GABRA3;GABRG2;GABRG1;GABRA6;GABRA5;GABRB2;GABRB1;GABRQ;GABRB3;GABRA1;GABRG3;GABRA2;GABRP;GABRA4,,,16,0,0
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-],OYTJKRAYGYRUJK-FMCCZJBLSA-M,rocuronium,CHEMBL1200648,,CHRNG;CHRNE;CHRND;CHRNA1;CHRNB1,ENSG00000196811;ENSG00000170175;ENSG00000135902;ENSG00000138435;ENSG00000108556,ENST00000389492;ENST00000485094;ENST00000651502;ENST00000572438;ENST00000575637;ENST00000649488;ENST00000649830;ENST00000652550;ENST00000258385;ENST00000412233;ENST00000441621;ENST00000446616;ENST00000449596;ENST00000543200;ENST00000955151;ENST00000261007;ENST00000348749;ENST00000409219;ENST00000409323;ENST00000409542;ENST00000416004;ENST00000435083;ENST00000636168;ENST00000672640;ENST00000638556;ENST00000638662;ENST00000638943;ENST00000639509;ENST00000639692;ENST00000639993;ENST00000640284;ENST00000640677,5,5,32
Cn1cc(C(=O)[C@@H]2CCc3[nH]cnc3C2)c2ccccc21,NTHPAPBPFQJABD-LLVKDONJSA-N,ramosetron,CHEMBL1643895,,HTR3D;HTR3C;HTR3E;HTR3B;HTR3A,,,5,0,0
CC(=O)O[C@H]1CC[C@@]2(C)C(=CCC3C2CC[C@]2(C)C(=O)CCC32)C1,NCMZQTLCXHGLOK-KJBVPOJVSA-N,prasterone,CHEMBL3039094,,,,,0,0,0
CC1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,LPQZKKCYTLCDGQ-HHCGNCNQSA-N,Tazobactam,CHEMBL3392481,,,,,0,0,0
CC(=O)O.CC(C)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccc3ccccc3c2)CSSC[C@@H](C(=O)N[C@H](C(N)=O)[C@@H](C)O)NC1=O,DEXPIBGCLCPUHE-UISHROKMSA-N,Lanreotide,CHEMBL1201184,,SSTR2;SSTR5,,,2,0,0
CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,PPWHTZKZQNXVAE-UHFFFAOYSA-N,Tetracaine,CHEMBL1255654,,SCN9A;SCN7A;SCN8A;SCN4A;SCN3A;SCN11A;SCN5A;SCN1A;SCN2A;SCN10A,,,10,0,0
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,XEDHVZKDSYZQBF-UHFFFAOYSA-N,Lasmiditan,CHEMBL3039520,,HTR1F,,,1,0,0
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,VRTWBAAJJOHBQU-KMWAZVGDSA-N,Ledipasvir,CHEMBL2374220,,,,,0,0,0
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H](N)C[C@H]2NC(=O)[C@@H](O)CCN)OC[C@]1(C)O.O=S(=O)(O)O,SFTBRKHJMASSAP-BGJNVEJLSA-N,plazomicin,CHEMBL2364623,,,,,0,0,0
COc1cccc(N2CCN(C3=Nc4c(F)cccc4[C@H](CC(=O)O)N3c3cc(C(F)(F)F)ccc3OC)CC2)c1,FWYSMLBETOMXAG-QHCPKHFHSA-N,Letermovir,CHEMBL1241951,,,,,0,0,0
Cl.Clc1ccc(CCCOCCCN2CCCCC2)cc1,XLFKECRRMPOAQS-UHFFFAOYSA-N,pitolisant,CHEMBL4164059,,HRH3,ENSG00000101180,ENST00000317393;ENST00000340177;ENST00000932927,1,1,3
C#CCN[C@@H]1CCc2ccccc21,RUOKEQAAGRXIBM-GFCCVEGCSA-N,rasagiline,CHEMBL887,,MAOB,,,1,0,0
C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,OHRURASPPZQGQM-GCCNXGTGSA-N,Romidepsin,CHEMBL343448,,HDAC11;HDAC6;HDAC8;HDAC9;HDAC7;HDAC10;HDAC3;HDAC2;HDAC1;HDAC4;HDAC5,,,11,0,0
COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,UIAGMCDKSXEBJQ-UHFFFAOYSA-N,Nimodipine,CHEMBL1428,,NR3C2;CACNA1D;CACNA1S;CACNA1F;CACNA1C,,,5,0,0
O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],OUBCNLGXQFSTLU-UHFFFAOYSA-N,Nitisinone,CHEMBL1337,,HPD,ENSG00000158104,,1,1,0
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](N)Cc2ccccc2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O,DEQANNDTNATYII-OULOTJBUSA-N,Octreotide,CHEMBL1680,,SSTR2;SSTR3;SSTR4;SSTR5;SSTR1,ENSG00000180616;ENSG00000162009;ENSG00000132671;ENSG00000139874;ENSG00000278195,ENST00000357585;ENST00000579323;ENST00000610913;ENST00000617123;ENST00000959749;ENST00000255008;ENST00000293897;ENST00000689027;ENST00000711615;ENST00000711616;ENST00000886519;ENST00000964274;ENST00000964275;ENST00000964276;ENST00000964277;ENST00000267377;ENST00000886873,5,5,17
CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1.CCCCC1(CCCC)CN(c2ccccc2)c2cc(SC)c(OCC(=O)N[C@@H](C(=O)N[C@@H](CC)C(=O)O)c3ccc(O)cc3)cc2S(=O)(=O)N1.O.O.O,UIYFGCAQGONAMU-ZHQCGWDOSA-N,Odevixibat,CHEMBL5315120,,SLC10A2,ENSG00000125255,ENST00000245312,1,1,1
Oc1ccc(NC2=NCCN2)cc1O,XSOORMTWBMMJSJ-UHFFFAOYSA-N,OligoG DPI,CHEMBL146100,,,,,0,0,0
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,LUMKNAVTFCDUIE-VHXPQNKSSA-N,Ospemifene,CHEMBL2105395,,ESR1;ESR2,ENSG00000140009;ENSG00000091831,ENST00000206249;ENST00000338799;ENST00000404742;ENST00000406599;ENST00000415488;ENST00000427531;ENST00000440973;ENST00000443427;ENST00000446550;ENST00000456483;ENST00000473497;ENST00000482101;ENST00000488573;ENST00000641399;ENST00000858333;ENST00000858334;ENST00000858335;ENST00000947759;ENST00000267525;ENST00000341099;ENST00000344288;ENST00000353772;ENST00000358599;ENST00000553796;ENST00000554520;ENST00000554572;ENST00000555278;ENST00000555483;ENST00000555783;ENST00000556275;ENST00000557772,2,2,31
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,Oxybutynin,CHEMBL1231,,CHRM2;CHRM3,ENSG00000133019;ENSG00000181072,ENST00000320658;ENST00000401861;ENST00000445907;ENST00000453373;ENST00000471195;ENST00000480591;ENST00000481598;ENST00000680005;ENST00000903439;ENST00000903440;ENST00000903441;ENST00000964717;ENST00000964718;ENST00000964719;ENST00000255380;ENST00000448020;ENST00000468573;ENST00000481779;ENST00000487470;ENST00000492335;ENST00000615928;ENST00000674678;ENST00000675184;ENST00000675709;ENST00000676153;ENST00000676433;ENST00000875837;ENST00000875838;ENST00000875839;ENST00000875840;ENST00000875841;ENST00000875842;ENST00000875843;ENST00000875844;ENST00000875845;ENST00000875846;ENST00000875847;ENST00000928260;ENST00000928261;ENST00000928262;ENST00000928263;ENST00000928264;ENST00000928265;ENST00000928266;ENST00000928267;ENST00000928268;ENST00000948992;ENST00000948993;ENST00000948994;ENST00000948995,2,2,50
O=C(O)CNC(=O)c1ncc(-c2cccc(Cl)c2)cc1O,JGRXMPYUTJLTKT-UHFFFAOYSA-N,Vadadustat,CHEMBL3646221,,EGLN1;EGLN3;EGLN2,,,3,0,0
COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC.O=S(=O)([O-])c1ccccc1.O=S(=O)([O-])c1ccccc1,XXZSQOVSEBAPGS-UHFFFAOYSA-L,atracurium,CHEMBL1200527,,CHRNG;CHRNE;CHRND;CHRNA1;CHRNB1,ENSG00000196811;ENSG00000170175;ENSG00000135902;ENSG00000138435;ENSG00000108556,ENST00000389492;ENST00000485094;ENST00000651502;ENST00000572438;ENST00000575637;ENST00000649488;ENST00000649830;ENST00000652550;ENST00000258385;ENST00000412233;ENST00000441621;ENST00000446616;ENST00000449596;ENST00000543200;ENST00000955151;ENST00000261007;ENST00000348749;ENST00000409219;ENST00000409323;ENST00000409542;ENST00000416004;ENST00000435083;ENST00000636168;ENST00000672640;ENST00000638556;ENST00000638662;ENST00000638943;ENST00000639509;ENST00000639692;ENST00000639993;ENST00000640284;ENST00000640677,5,5,32
Cc1ncc(CO)c(CO)c1O,LXNHXLLTXMVWPM-UHFFFAOYSA-N,Pyridoxine,CHEMBL1364,,,,,0,0,0
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,MAEIEVLCKWDQJH-UHFFFAOYSA-N,bumetanide,CHEMBL1072,,SLC12A1,ENSG00000074803,ENST00000330289;ENST00000380993;ENST00000396577;ENST00000558252;ENST00000558805;ENST00000559641;ENST00000559723;ENST00000560692;ENST00000561031;ENST00000561127;ENST00000646012;ENST00000647232;ENST00000647546;ENST00000686073,1,1,14
CNc1ncc(-c2ccc3c(=O)c(C(=O)O)cn(C4CC4)c3c2C)cc1C,XPIJWUTXQAGSLK-UHFFFAOYSA-N,Ozenoxacin,CHEMBL3990047,,,,,0,0,0
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,RLLPVAHGXHCWKJ-UHFFFAOYSA-N,Permethrin,CHEMBL1525,,,,,0,0,0
Cc1cn([C@H]2C[C@@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,HBOMLICNUCNMMY-BWZBUEFSSA-N,Zidovudine,CHEMBL26318,,,,,0,0,0
Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12.Cl,VQDUWCSSPSOSNA-RYWNGCACSA-N,Zavegepant,CHEMBL4650220,,CALCRL,ENSG00000064989,,1,1,0
CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,NMDYYWFGPIMTKO-KLCPSUAYSA-N,Vinflunine,CHEMBL2110725,,TUBA1C;TUBA1B;TUBB4B;TUBB3;TUBA3E;TUBB4A;TUBA1A;TUBA3C;TUBB1;TUBB;TUBB2A;TUBB8;TUBB2B;TUBB6;TUBA4A,ENSG00000176014;ENSG00000123416;ENSG00000261456;ENSG00000152086;ENSG00000137267;ENSG00000104833;ENSG00000198033;ENSG00000196230;ENSG00000167553;ENSG00000137285;ENSG00000188229;ENSG00000167552;ENSG00000127824;ENSG00000101162;ENSG00000258947,ENST00000301072;ENST00000541364;ENST00000548470;ENST00000549183;ENST00000549554;ENST00000549818;ENST00000550574;ENST00000552125;ENST00000552448;ENST00000931109;ENST00000931110;ENST00000931111;ENST00000931112;ENST00000332858;ENST00000336023;ENST00000547476;ENST00000547765;ENST00000549870;ENST00000550367;ENST00000551324;ENST00000552984;ENST00000920097;ENST00000920098;ENST00000920099;ENST00000920100;ENST00000920101;ENST00000340384;ENST00000604929;ENST00000938213;ENST00000938214;ENST00000938215;ENST00000315491;ENST00000553656;ENST00000553967;ENST00000554116;ENST00000554336;ENST00000554444;ENST00000554927;ENST00000555576;ENST00000555609;ENST00000555810;ENST00000556536;ENST00000556565;ENST00000557262;ENST00000557490;ENST00000680647;ENST00000680788;ENST00000709789;ENST00000264071;ENST00000594075;ENST00000594276;ENST00000594290;ENST00000595324;ENST00000596291;ENST00000596926;ENST00000597686;ENST00000598006;ENST00000598635;ENST00000601152;ENST00000601640;ENST00000714086;ENST00000295766;ENST00000301071;ENST00000546918;ENST00000547939;ENST00000548363;ENST00000550254;ENST00000550767;ENST00000550811;ENST00000552924;ENST00000679733;ENST00000715688;ENST00000871057;ENST00000928854;ENST00000400113;ENST00000217133;ENST00000419792;ENST00000425136;ENST00000436335;ENST00000444441;ENST00000333628;ENST00000489942;ENST00000679400;ENST00000679907;ENST00000680036;ENST00000680967;ENST00000940056;ENST00000561967;ENST00000562809;ENST00000563456;ENST00000564130;ENST00000567466;ENST00000568584;ENST00000568866;ENST00000259818;ENST00000473006;ENST00000680070;ENST00000681707;ENST00000681757;ENST00000317702;ENST00000417736;ENST00000586653;ENST00000586691;ENST00000586810;ENST00000587204;ENST00000590103;ENST00000590388;ENST00000590693;ENST00000590967;ENST00000591208;ENST00000591463;ENST00000591909;ENST00000592683;ENST00000933565;ENST00000933566;ENST00000248437;ENST00000392088;ENST00000398989;ENST00000425551;ENST00000427737;ENST00000447205;ENST00000456818;ENST00000462806;ENST00000475683;ENST00000498660;ENST00000875456,15,15,126
O=[N+]([O-])c1cn2c(n1)OC[C@H](OCc1ccc(C(F)(F)F)cc1)C2,SGJBPETWYLMWNC-LLVKDONJSA-N,Pretomanid,CHEMBL4746300,,,,,0,0,0
Cl.N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,RPZBRGFNBNQSOP-UHFFFAOYSA-N,Vilazodone,CHEMBL1615374,,HTR1A;SLC6A4,ENSG00000108576;ENSG00000178394,ENST00000323865;ENST00000506598;ENST00000261707;ENST00000394821;ENST00000401766;ENST00000578609;ENST00000579221;ENST00000650711;ENST00000855095;ENST00000855096;ENST00000855097;ENST00000855098;ENST00000855099;ENST00000855100;ENST00000958994;ENST00000958995,2,2,16
CCCNC(C)C(=O)Nc1ccccc1C,MVFGUOIZUNYYSO-UHFFFAOYSA-N,Prilocaine,CHEMBL1194,,SCN4A;SCN11A;SCN7A;SCN3A;SCN5A;SCN8A;SCN10A;SCN1A;SCN2A;SCN9A,ENSG00000144285;ENSG00000136546;ENSG00000153253;ENSG00000196876;ENSG00000169432;ENSG00000185313;ENSG00000136531;ENSG00000007314;ENSG00000183873;ENSG00000168356,ENST00000435607;ENST00000581514;ENST00000584310;ENST00000302328;ENST00000444237;ENST00000456224;ENST00000665106;ENST00000668754;ENST00000674755;ENST00000674979;ENST00000675223;ENST00000675269;ENST00000675672;ENST00000675892;ENST00000676045;ENST00000676176;ENST00000676333;ENST00000419992;ENST00000424326;ENST00000441411;ENST00000497562;ENST00000643258;ENST00000650747;ENST00000961721;ENST00000961722;ENST00000961723;ENST00000283254;ENST00000409101;ENST00000440431;ENST00000453007;ENST00000465043;ENST00000471697;ENST00000638473;ENST00000639244;ENST00000640652;ENST00000658209;ENST00000668657;ENST00000706067;ENST00000327956;ENST00000333535;ENST00000413689;ENST00000414099;ENST00000423572;ENST00000449557;ENST00000450102;ENST00000455624;ENST00000464652;ENST00000476683;ENST00000491944;ENST00000713730;ENST00000713731;ENST00000718272;ENST00000718273;ENST00000970295;ENST00000354534;ENST00000355133;ENST00000545061;ENST00000546961;ENST00000548086;ENST00000550891;ENST00000551216;ENST00000599343;ENST00000627620;ENST00000627665;ENST00000636458;ENST00000636945;ENST00000637540;ENST00000637709;ENST00000638820;ENST00000662684;ENST00000667214;ENST00000668547;ENST00000703687;ENST00000449082;ENST00000643924;ENST00000655275;ENST00000303395;ENST00000375405;ENST00000409050;ENST00000473295;ENST00000491429;ENST00000507401;ENST00000625916;ENST00000635750;ENST00000635776;ENST00000635893;ENST00000636194;ENST00000636759;ENST00000637038;ENST00000637285;ENST00000637968;ENST00000637988;ENST00000640036;ENST00000641575;ENST00000641603;ENST00000641996;ENST00000642141;ENST00000671940;ENST00000673490;ENST00000674923;ENST00000689288;ENST00000713692;ENST00000714447;ENST00000714448;ENST00000714449;ENST00000714450;ENST00000283256;ENST00000375437;ENST00000424833;ENST00000480032;ENST00000486878;ENST00000631182;ENST00000635945;ENST00000636071;ENST00000636135;ENST00000636384;ENST00000636662;ENST00000636769;ENST00000636985;ENST00000637266;ENST00000637367;ENST00000638151;ENST00000640791;ENST00000673831;ENST00000673883;ENST00000674133;ENST00000303354;ENST00000409672;ENST00000452182;ENST00000454569;ENST00000472119;ENST00000642356;ENST00000643319;ENST00000645283;ENST00000645815;ENST00000645907;ENST00000646694;ENST00000667201;ENST00000667991,10,10,139
COc1cc(NC(C)CCCNC(=O)n2nnc3ccccc32)c2ncccc2c1,NAHXODROLNGJLS-UHFFFAOYSA-N,Primaquine,CHEMBL455150,,,,,0,0,0
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,DBABZHXKTCFAPX-UHFFFAOYSA-N,Probenecid,CHEMBL897,,SLC22A11;SLC22A8;SLC22A6,ENSG00000197901;ENSG00000149452;ENSG00000168065,ENST00000301891;ENST00000377581;ENST00000377585;ENST00000416590;ENST00000428570;ENST00000460745;ENST00000478051;ENST00000490834,3,3,8
NS(=O)(=O)Cc1noc2ccccc12,UBQNRHZMVUUOMG-UHFFFAOYSA-N,Zonisamide,CHEMBL750,,SCN4A;SCN11A;SCN7A;SCN3A;SCN5A;SCN8A;SCN10A;SCN1A;SCN2A;SCN9A,ENSG00000144285;ENSG00000136546;ENSG00000153253;ENSG00000196876;ENSG00000169432;ENSG00000185313;ENSG00000136531;ENSG00000007314;ENSG00000183873;ENSG00000168356,ENST00000435607;ENST00000581514;ENST00000584310;ENST00000302328;ENST00000444237;ENST00000456224;ENST00000665106;ENST00000668754;ENST00000674755;ENST00000674979;ENST00000675223;ENST00000675269;ENST00000675672;ENST00000675892;ENST00000676045;ENST00000676176;ENST00000676333;ENST00000419992;ENST00000424326;ENST00000441411;ENST00000497562;ENST00000643258;ENST00000650747;ENST00000961721;ENST00000961722;ENST00000961723;ENST00000283254;ENST00000409101;ENST00000440431;ENST00000453007;ENST00000465043;ENST00000471697;ENST00000638473;ENST00000639244;ENST00000640652;ENST00000658209;ENST00000668657;ENST00000706067;ENST00000327956;ENST00000333535;ENST00000413689;ENST00000414099;ENST00000423572;ENST00000449557;ENST00000450102;ENST00000455624;ENST00000464652;ENST00000476683;ENST00000491944;ENST00000713730;ENST00000713731;ENST00000718272;ENST00000718273;ENST00000970295;ENST00000354534;ENST00000355133;ENST00000545061;ENST00000546961;ENST00000548086;ENST00000550891;ENST00000551216;ENST00000599343;ENST00000627620;ENST00000627665;ENST00000636458;ENST00000636945;ENST00000637540;ENST00000637709;ENST00000638820;ENST00000662684;ENST00000667214;ENST00000668547;ENST00000703687;ENST00000449082;ENST00000643924;ENST00000655275;ENST00000303395;ENST00000375405;ENST00000409050;ENST00000473295;ENST00000491429;ENST00000507401;ENST00000625916;ENST00000635750;ENST00000635776;ENST00000635893;ENST00000636194;ENST00000636759;ENST00000637038;ENST00000637285;ENST00000637968;ENST00000637988;ENST00000640036;ENST00000641575;ENST00000641603;ENST00000641996;ENST00000642141;ENST00000671940;ENST00000673490;ENST00000674923;ENST00000689288;ENST00000713692;ENST00000714447;ENST00000714448;ENST00000714449;ENST00000714450;ENST00000283256;ENST00000375437;ENST00000424833;ENST00000480032;ENST00000486878;ENST00000631182;ENST00000635945;ENST00000636071;ENST00000636135;ENST00000636384;ENST00000636662;ENST00000636769;ENST00000636985;ENST00000637266;ENST00000637367;ENST00000638151;ENST00000640791;ENST00000673831;ENST00000673883;ENST00000674133;ENST00000303354;ENST00000409672;ENST00000452182;ENST00000454569;ENST00000472119;ENST00000642356;ENST00000643319;ENST00000645283;ENST00000645815;ENST00000645907;ENST00000646694;ENST00000667201;ENST00000667991,10,10,139
CCCN(CCc1cccs1)C1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-UHFFFAOYSA-N,Rotigotine,CHEMBL104383,,,,,0,0,0
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],HYIMSNHJOBLJNT-UHFFFAOYSA-N,Nifedipine,CHEMBL193,,CACNA1C;CACNA1D;CACNA1S;CACNA1F,,,4,0,0
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,Nelarabine,CHEMBL1201112,,,,,0,0,0
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,XFCLJVABOIYOMF-QPLCGJKRSA-N,Toremifene,CHEMBL1655,,ESR1;ESR2,ENSG00000140009;ENSG00000091831,ENST00000206249;ENST00000338799;ENST00000404742;ENST00000406599;ENST00000415488;ENST00000427531;ENST00000440973;ENST00000443427;ENST00000446550;ENST00000456483;ENST00000473497;ENST00000482101;ENST00000488573;ENST00000641399;ENST00000858333;ENST00000858334;ENST00000858335;ENST00000947759;ENST00000267525;ENST00000341099;ENST00000344288;ENST00000353772;ENST00000358599;ENST00000553796;ENST00000554520;ENST00000554572;ENST00000555278;ENST00000555483;ENST00000555783;ENST00000556275;ENST00000557772,2,2,31
CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1,PIEUQSKUWLMALL-YABMTYFHSA-N,Micafungin,CHEMBL457547,,,,,0,0,0
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,FIVSJYGQAIEMOC-ZGNKEGEESA-N,Rolapitant,CHEMBL3707331,,TACR1,,,1,0,0
N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F.O.O.O.O=S(=O)(O)O,SOGUOEZRYKUOHR-CQZKMDJHSA-N,Rimegepant,CHEMBL2364629,,CALCRL,ENSG00000064989,,1,1,0
