IK14,Disease,topo_upstream,topo_downstream,topo_net,topo_outdeg,kegg_shared,kegg_frac,ot_genetic_association,ot_genetic_literature,ot_somatic_mutation,ot_affected_pathway,ot_animal_model,ot_rna_expression,clingen,in_module,coverage_disease,coverage_drug,direct_target_max,direct_target_mean,direct_target_n_engaged_05,direct_target_n_genes_matched
RCINICONZNJXQF,Bladder Cancer,0.3333333333333333,0.6,-0.26666666666666666,0.26666666666666666,12,0.8571428571428571,0.0,0.0,0.0,0.607930797611621,0.0,0.0,5,0,1,1,0.48331267,0.1477983778,0.0,10
RCINICONZNJXQF,Metastatic Pancreatic Ductal Adenocarcinoma,0.2,0.23333333333333334,-0.03333333333333333,0.26666666666666666,13,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,0.06663274164556973,5,1,1,1,0.8855593,0.25337276830000005,2.0,10
RCINICONZNJXQF,Pancreatic Cancer,0.26666666666666666,0.5,-0.23333333333333334,0.26666666666666666,8,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.8855593,0.1644892141,1.0,10
RCINICONZNJXQF,"Carcinoma, Non-Small-Cell Lung",0.0,0.0,0.0,0.26666666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
RCINICONZNJXQF,Cancer,0.16666666666666666,0.7,-0.5333333333333333,0.26666666666666666,13,0.9285714285714286,0.4779125267362147,0.0,0.2279740491043579,0.607930797611621,0.0,0.0,5,0,1,1,0.84793645,0.27887411710000004,2.0,10
RCINICONZNJXQF,SCLC,0.13333333333333333,0.5333333333333333,-0.4,0.26666666666666666,11,0.7857142857142857,0.0,0.0,0.0,0.0,0.0,0.1431963198319518,5,0,1,1,0.9120339,0.3098462072,2.0,10
RCINICONZNJXQF,Neoplasms,0.0,0.0,0.0,0.26666666666666666,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.44032305,0.44032305,0.0,1
RCINICONZNJXQF,Urothelial Carcinoma,0.16666666666666666,0.6333333333333333,-0.4666666666666667,0.26666666666666666,12,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.8375975,0.1474064606456,1.0,10
RCINICONZNJXQF,Advanced Endometrial Cancer,0.2,0.5333333333333333,-0.3333333333333333,0.26666666666666666,12,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.61241,0.19827830285700002,2.0,10
WBXPDJSOTKVWSJ,Non-Small Cell Lung Cancer,0.0,0.13333333333333333,-0.13333333333333333,0.0,1,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.3055033,0.130114102,0.0,10
WBXPDJSOTKVWSJ,"Carcinoma, Non-Small-Cell Lung",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
WBXPDJSOTKVWSJ,Cancer,0.0,0.2,-0.2,0.0,1,0.1111111111111111,0.7018351466212964,0.0,0.0,0.5318190799849095,0.35510757715488817,0.0,0,0,1,1,0.35806787,0.15551093200000002,0.0,10
WBXPDJSOTKVWSJ,Neoplasms,0.0,0.0,0.0,0.0,2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.18594025,0.18594025,0.0,1
SONNWYBIRXJNDC,Acute Ischemic Stroke,0.06666666666666667,0.0,0.06666666666666667,8.0,5,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.19803298,0.0761515788,0.0,10
QYSPLQLAKJAUJT,contraception,0.2916666666666667,0.3333333333333333,-0.041666666666666664,3.5,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,1,0.45144415,0.23009832169999997,0.0,10
OIGNJSKKLXVSLS,Follicular Lymphoma,0.5,0.3,0.2,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.6157801,0.22524851380000005,2.0,10
OIGNJSKKLXVSLS,acute respiratory distress syndrome,0.20689655172413793,0.034482758620689655,0.1724137931034483,16.0,1,1.0,0.0,0.0,0.0,0.0,0.3457606411416095,0.0,0,1,1,1,0.8674861,0.35002059550000003,3.0,10
OIGNJSKKLXVSLS,Glaucoma,0.3,0.4666666666666667,-0.16666666666666666,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.3053766,0.1251433571,0.0,10
OIGNJSKKLXVSLS,Influenza,0.3,0.16666666666666666,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.30199093,0.19384105050000003,0.0,10
OIGNJSKKLXVSLS,"Glomerulonephritis, IGA",0.6333333333333333,0.6,0.03333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.46466056,0.19150342300000003,0.0,10
OIGNJSKKLXVSLS,Acute Ischemic Stroke,0.2,0.3333333333333333,-0.13333333333333333,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.5360292,0.16289760076,1.0,10
OIGNJSKKLXVSLS,Multiple Sclerosis,0.26666666666666666,0.16666666666666666,0.1,16.0,1,1.0,0.0,0.0,0.0,0.4983940764479856,0.0,0.0,0,1,1,1,0.8674861,0.42078051499999997,4.0,10
OIGNJSKKLXVSLS,Prostate Cancer,0.5666666666666667,0.36666666666666664,0.2,16.0,1,1.0,0.0,0.0,0.2279740491043579,0.0,0.0,0.0,0,0,1,1,0.8393092,0.17525274975,2.0,10
OIGNJSKKLXVSLS,Systemic Lupus Erythematosus,0.4666666666666667,0.26666666666666666,0.2,16.0,1,1.0,0.0,0.0,0.0,0.0,0.31247642997237324,0.0,0,1,1,1,0.8674861,0.318284903,3.0,10
OIGNJSKKLXVSLS,Lupus Nephritis,0.26666666666666666,0.23333333333333334,0.03333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.8674861,0.24385077459999996,1.0,10
OIGNJSKKLXVSLS,Carpal Tunnel Syndrome,0.13333333333333333,0.23333333333333334,-0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.19697346,0.0869599676,0.0,10
OIGNJSKKLXVSLS,Chronic Graft Versus Host Disease,0.5666666666666667,0.4666666666666667,0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.8674861,0.29398840400000004,3.0,10
OIGNJSKKLXVSLS,Diffuse Large B-Cell Lymphoma,0.7,0.5666666666666667,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.5118077,0.1692682225,1.0,10
LRJOMUJRLNCICJ,Carpal Tunnel Syndrome,0.13333333333333333,0.23333333333333334,-0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.24897824,0.11997028659999998,0.0,10
XOFYZVNMUHMLCC,Follicular Lymphoma,0.5,0.3,0.2,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.7873652,0.2988738336,3.0,10
XOFYZVNMUHMLCC,giant cell arteritis,0.36666666666666664,0.4,-0.03333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.7971067,0.34584713499999997,4.0,10
XOFYZVNMUHMLCC,Multiple Myeloma,0.43333333333333335,0.26666666666666666,0.16666666666666666,16.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.4788693,0.15655027559999998,0.0,10
XOFYZVNMUHMLCC,Diffuse Large B-Cell Lymphoma,0.7,0.5666666666666667,0.13333333333333333,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.86056906,0.258433372,2.0,10
XOFYZVNMUHMLCC,Chronic Graft Versus Host Disease,0.5666666666666667,0.4666666666666667,0.1,16.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.7890131,0.32587559409999994,4.0,10
MVFGUOIZUNYYSO,"Infertility, Female",0.0,0.3,-0.3,0.0,2,0.4,0.0,0.0,0.0,0.0,0.31119977529738885,0.0,5,0,1,1,0.40194988,0.2165350107,0.0,10
WIKYUJGCLQQFNW,migraine,0.3,0.1,0.2,11.0,8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.8392086,0.22601747649999998,1.0,10
GZUITABIAKMVPG,Breast Cancer,0.6333333333333333,0.6666666666666666,-0.03333333333333333,40.0,10,1.0,0.7362363711407216,0.0,0.8496114818642673,0.8492097570461924,0.2784930983858836,0.0,0,1,1,1,0.6985095,0.2730041633,2.0,10
RHXHGRAEPCAFML,Metastatic Breast Cancer,0.7333333333333333,0.6666666666666666,0.06666666666666667,24.0,29,1.0,0.0,0.0,0.8699743018321302,0.3981682350153665,0.0,0.0,5,1,1,1,0.54863566,0.25899131080000004,1.0,10
RHXHGRAEPCAFML,Early Breast Cancer,0.7333333333333333,0.6666666666666666,0.06666666666666667,24.0,29,1.0,0.0,0.0,0.8699743018321302,0.3981682350153665,0.0,0.0,5,1,1,1,0.54863566,0.25899131080000004,1.0,10
FTALBRSUTCGOEG,Amyotrophic Lateral Sclerosis,0.0,0.3,-0.3,0.0,2,0.4,0.0,0.0,0.0,0.0,0.552705146459485,0.0,5,1,1,1,0.48678455,0.256269724,0.0,10
KGFYHTZWPPHNLQ,Behcet syndrome,0.0,0.03333333333333333,-0.03333333333333333,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.16249706,0.0796461136,0.0,10
XSVMFMHYUFZWBK,Alzheimer disease,0.0,0.06666666666666667,-0.06666666666666667,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.95230407,0.20817184540000003,1.0,10
MNDBXUUTURYVHR,plaque psoriasis,0.5333333333333333,0.2,0.3333333333333333,0.25,5,1.0,0.1475191485167843,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.7020232,0.1936717683,1.0,10
MNDBXUUTURYVHR,"Depressive Disorder, Major",0.4,0.13333333333333333,0.26666666666666666,0.25,2,0.4,0.6471491402398376,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.17300333,0.0738062411,0.0,10
ZKMNUMMKYBVTFN,Chronic pain,0.0,0.03333333333333333,-0.03333333333333333,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.4140543,0.2662929904,0.0,10
KFQYTPMOWPVWEJ,Alzheimer disease,0.23333333333333334,0.2,0.03333333333333333,7.666666666666667,8,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.40050793,0.1439329627,0.0,10
HMABYWSNWIZPAG,Cancer,0.8333333333333334,0.7333333333333333,0.1,7.666666666666667,4,0.8,0.6815463541165917,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.6770009,0.354161609,2.0,10
HFNKQEVNSGCOJV,myelofibrosis,0.8333333333333334,0.6666666666666666,0.16666666666666666,50.0,38,1.0,0.0,0.607930797611621,0.607930797611621,0.607930797611621,0.3906360661853073,0.0,5,1,1,1,0.70449024,0.30979517640000004,3.0,10
DEVSOMFAQLZNKR,myelofibrosis,0.3333333333333333,0.23333333333333334,0.1,2.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.069757864,0.023720499800000003,0.0,10
DEVSOMFAQLZNKR,Endometrial Cancer,0.4666666666666667,0.3,0.16666666666666666,2.0,2,0.4,0.0,0.0,0.6839221473130737,0.0,0.0,0.0,0,0,1,1,0.18963279,0.0752645189,0.0,10
DEVSOMFAQLZNKR,Acute Myeloid Leukemia,0.2,0.16666666666666666,0.03333333333333333,2.0,2,0.4,0.0,0.0,0.4559480982087158,0.0,0.0,0.0,0,0,1,1,0.35425055,0.0916920206,0.0,10
RYMZZMVNJRMUDD,Primary Sclerosing Cholangitis,0.0,0.13333333333333333,-0.13333333333333333,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.9798581,0.221149038,1.0,10
RYMZZMVNJRMUDD,Cirrhosis,0.0,0.06666666666666667,-0.06666666666666667,0.0,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.9163057,0.4623114613,5.0,10
MFFMDFFZMYYVKS,Type 1 Diabetes,0.0,0.13333333333333333,-0.13333333333333333,0.0,1,0.5,0.0,0.0,0.0,0.0,0.846742479705901,0.0,0,0,1,1,0.110008724,0.061505933699999994,0.0,10
FBOUYBDGKBSUES,ureteral stent-related symptoms,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
LXMSZDCAJNLERA,Rheumatoid Arthritis,0.13333333333333333,0.23333333333333334,-0.1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.8002449,0.1232311103,1.0,10
LXMSZDCAJNLERA,Heart Failure With Preserved Ejection Fraction,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,1,,,,0
GGCSSNBKKAUURC,Pain Management,0.16666666666666666,0.16666666666666666,0.0,9.0,5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.3542331,0.12457945860000001,0.0,10
NCEXYHBECQHGNR,Rheumatoid Arthritis,0.26666666666666666,0.3,-0.03333333333333333,2.3333333333333335,26,1.0,0.0,0.0,0.0,0.0,0.2645714831205775,0.07992442723504707,2,1,1,1,0.652903,0.340638722,3.0,10
NCEXYHBECQHGNR,Metastatic Colorectal Cancer,0.7333333333333333,0.8666666666666667,-0.13333333333333333,2.3333333333333335,20,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,1,0.5550969,0.20737671410000003,1.0,10
WINHZLLDWRZWRT,Cancer,1.0,0.7666666666666667,0.23333333333333334,16.444444444444443,35,0.8974358974358975,0.9701286179166936,0.9356261016183203,0.922718152153416,0.9773607557856371,0.9489456225348631,0.0,5,1,1,1,0.9373174,0.4207752545,5.0,10
WINHZLLDWRZWRT,renal cell carcinoma,0.9,0.7666666666666667,0.13333333333333333,16.444444444444443,39,1.0,0.0,0.0,0.6517524759394587,0.0,0.0,0.0,5,1,1,1,0.9463718,0.616503508,8.0,10
WINHZLLDWRZWRT,GIST,0.8333333333333334,0.7,0.13333333333333333,16.444444444444443,39,1.0,0.908559202751775,0.8168275681045472,0.7814745002642415,0.9607983220922475,0.4653556753190563,0.0,5,1,1,1,0.9600881,0.6776129089999999,7.0,10
JYTNQNCOQXFQPK,insomnia,0.1,0.3333333333333333,-0.23333333333333334,7.5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.031678744,0.0031678744000000003,0.0,10
WOXKDUGGOYFFRN,erectile dysfunction,0.0,0.03333333333333333,-0.03333333333333333,0.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.95248985,0.14118827577999998,1.0,10
WOXKDUGGOYFFRN,Duchenne Muscular Dystrophy,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.23724449,0.06914841220000001,0.0,10
HWGQMRYQVZSGDQ,Prostate Cancer,0.5,0.4,0.1,11.5,3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.52501404,0.25174958,1.0,10
NKANXQFJJICGDU,hot flashes,0.1,0.1,0.0,40.0,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.5265145,0.3299770232,2.0,10
NKANXQFJJICGDU,Infertility,0.13333333333333333,0.16666666666666666,-0.03333333333333333,40.0,1,0.1,0.6450426300535506,0.0,0.0,0.0,0.8203188616692642,0.0,0,0,1,1,0.6218893,0.43026923146999996,5.0,10
NKANXQFJJICGDU,Diffuse Large B Cell Lymphoma,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
DRHKJLXJIQTDTD,ureteral stent-related symptoms,0.0,0.0,0.0,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,,,,0
ZISJNXNHJRQYJO,Atopic Dermatitis,0.0,0.3,-0.3,0.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.3346229,0.15611942339999998,0.0,10
UEJJHQNACJXSKW,Multiple Myeloma,0.23333333333333334,0.26666666666666666,-0.03333333333333333,3.0,15,1.0,0.0,0.0,0.42555155832813474,0.9066612367713315,0.0,0.0,3,1,1,1,0.48636,0.21854792229999997,0.0,10
UEJJHQNACJXSKW,Hepatocellular Carcinoma,0.5666666666666667,0.6666666666666666,-0.1,3.0,11,0.7333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1,1,0.58491653,0.371721619,2.0,10
OEKWJQXRCDYSHL,Ischemic Stroke,0.06666666666666667,0.06666666666666667,0.0,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.0,0.0,0.0,10
KJADKKWYZYXHBB,migraine,0.1,0.26666666666666666,-0.16666666666666666,0.05405405405405406,26,0.8387096774193549,0.8777332696704853,0.8186866817578015,0.0,0.0,0.3647601672636327,0.0,5,1,1,1,0.29026338,0.10304443519999999,0.0,10
UCFGDBYHRUNTLO,SCLC,0.0,0.5333333333333333,-0.5333333333333333,2.0,0,0.0,0.0,0.0,0.3039653988058105,0.0,0.0,0.0,0,1,1,1,0.9499373,0.3201076948,3.0,10
XFCLJVABOIYOMF,Breast Cancer,0.6333333333333333,0.6666666666666666,-0.03333333333333333,40.0,10,1.0,0.7362363711407216,0.0,0.8496114818642673,0.8492097570461924,0.2784930983858836,0.0,0,1,1,1,0.59169316,0.16845672967000003,2.0,10
GYDJEQRTZSCIOI,postpartum hemorrhage,0.13333333333333333,0.0,0.13333333333333333,16.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.95348424,0.284413273,1.0,10
GYDJEQRTZSCIOI,melasma,0.23333333333333334,0.03333333333333333,0.2,16.0,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.95348424,0.1886263654,1.0,10
GYDJEQRTZSCIOI,Chronic Subdural Hematomas,0.35714285714285715,0.0,0.35714285714285715,16.0,3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.3076144,0.14072368879999997,0.0,10
GYDJEQRTZSCIOI,anemia,0.16666666666666666,0.0,0.16666666666666666,16.0,0,0.0,0.15662606121747233,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.902748,0.23990232800000003,1.0,10
GYDJEQRTZSCIOI,Sepsis,0.43333333333333335,0.03333333333333333,0.4,16.0,3,0.75,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,1,0.051136516,0.024186724299999997,0.0,10
MKPLKVHSHYCHOC,Glaucoma,0.16666666666666666,0.0,0.16666666666666666,4.0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.18547411,0.07228537809999999,0.0,10
PDGKHKMBHVFCMG,Bladder Cancer,0.8,0.6333333333333333,0.16666666666666666,24.0,29,1.0,0.0,0.0,0.6205960225618631,0.0,0.0,0.0,5,0,1,1,0.45317802,0.144296644,0.0,10
FVTWTVQXNAJTQP,COPD,0.13333333333333333,0.0,0.13333333333333333,5.0,12,1.0,0.4341160287393241,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.8846396,0.3443704808,2.0,10
WYQFJHHDOKWSHR,Vitiligo,0.6,0.4666666666666667,0.13333333333333333,41.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.9849855,0.12230149729999999,1.0,10
WYQFJHHDOKWSHR,"Colitis, Ulcerative",0.6333333333333333,0.6666666666666666,-0.03333333333333333,41.0,28,1.0,0.0,0.0,0.0,0.0,0.2547837972790304,0.0,5,0,1,1,0.9775261,0.1002836028,1.0,10
WYQFJHHDOKWSHR,juvenile idiopathic arthritis,0.5,0.6,-0.1,41.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.0045687305,0.000473423947,0.0,10
WYQFJHHDOKWSHR,Systemic Lupus Erythematosus,0.5,0.4,0.1,41.0,23,0.8214285714285714,0.0,0.0,0.0,0.0,0.2541150734016576,0.0,5,0,1,1,0.11106701,0.022196796344,0.0,10
WYQFJHHDOKWSHR,Alopecia Areata,0.6666666666666666,0.5666666666666667,0.1,41.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,1,0.9849855,0.45155627190000003,4.0,10
GPXBXXGIAQBQNI,Cancer,0.9333333333333333,0.7,0.23333333333333334,15.0,44,1.0,0.8444672437429412,0.7987535201952688,0.9726022357806164,0.9555783832574059,0.0,0.0,5,1,1,1,0.49326268,0.2025981077,0.0,10
GPXBXXGIAQBQNI,Non-Small Cell Lung Cancer,0.8333333333333334,0.6,0.23333333333333334,15.0,44,1.0,0.8536260443462431,0.7835552502549783,0.8742075192829799,0.9580964074361958,0.0,0.0,5,1,1,1,0.9743974,0.402678188,2.0,10
LQBVNQSMGBZMKD,"Leukemia, Myeloid, Acute",0.0,0.0,0.0,8.0,2,0.046511627906976744,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0.05002561,0.0433966415,0.0,2
LQBVNQSMGBZMKD,Cancer,0.43333333333333335,0.8,-0.36666666666666664,8.0,38,0.8837209302325582,0.6399370836887003,0.0,0.9693376753302496,0.6583890538133856,0.49097407324436787,0.0,0,0,1,1,0.11939871,0.038546316719999994,0.0,10
DJXRIQMCROIRCZ,obesity,0.13333333333333333,0.23333333333333334,-0.1,2.0,9,1.0,0.3742151798631534,0.0,0.0,0.0,0.2822622693310757,0.0,0,1,1,1,0.6118492,0.23939938279999998,3.0,10
DJXRIQMCROIRCZ,Neurogenic Detrusor Overactivity,0.03333333333333333,0.0,0.03333333333333333,2.0,9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.50259024,0.35467166699999997,1.0,10
OGWKCGZFUXNPDA,Follicular Lymphoma,0.03333333333333333,0.26666666666666666,-0.23333333333333334,2.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,10
OGWKCGZFUXNPDA,Diffuse Large B-Cell Lymphoma,0.13333333333333333,0.2,-0.06666666666666667,2.0,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,1,0.0,0.0,0.0,10
RNOAOAWBMHREKO,Mantle Cell Lymphoma,0.3333333333333333,0.16666666666666666,0.16666666666666666,26.0,7,1.0,0.0,0.0,0.4559480982087158,0.607930797611621,0.0,0.0,5,1,1,1,0.97050107,0.14352673004,1.0,10
RNOAOAWBMHREKO,Diffuse Large B-Cell Lymphoma,0.6666666666666666,0.4,0.26666666666666666,26.0,5,0.7142857142857143,0.0,0.0,0.5288997939221103,0.0,0.0,0.0,5,0,1,1,0.06119409,0.010182023600000001,0.0,10
