row_idx,y,p,NCT_ID,Disease,Drug_Clean,Arm_Label,Phase,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,endpoint_physiology_score,is_offmech,effect_size_uncertainty,confidence_tier,p_adj
60,0,0.04888748838099876,NCT01076075,Type 2 Diabetes Mellitus,Sitagliptin phosphate,Sitagliptin,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.04888748838099876
61,0,0.6851014312928012,NCT01076764,Acute Coronary Syndrome,Otamixaban,Otamixaban - 0.080 mg/kg bolus + 0.100 mg/kg/h infusion,Phase 3,0,0,0,0,0,,,0,22.0,reliable,0.6851014312928012
62,1,0.4568792759678272,NCT01077518,"Lymphoma, Follicular",Bendamustine infusions (Arm A,Ofatumumab and Bendamustine (Arm A),Phase 3,1,0,0,0,0,,,0,,unscored,0.4568792759678272
63,0,0.20469690666058987,NCT01077518,"Lymphoma, Follicular",Bendamustine infusion; Bendamustine infusion (Arm B),Bendamustine (Arm B),Phase 3,1,1,0,0,0,,,0,,unscored,0.20469690666058987
64,0,0.06710802882458355,NCT01078454,Light Chain Deposition Disease; Primary Systemic Amyloidosis,bortezomib,ARM B (B-Mel-Dex),Phase 3,0,1,0,0,0,,,0,,unscored,0.06710802882458355
65,0,0.13733493524324214,NCT01078675,Familial Hypercholesterolaemia,rosuvastatin calcium,1,Phase 3,0,0,0,0,0,,,0,,unscored,0.13733493524324214
66,0,0.5852913126390065,NCT01078714,autism spectrum disorder,bumetanide,Bumetanide,Phase 3,0,0,0,0,0,,0.0,0,62.0,low_confidence,0.5852913126390065
67,0,0.05277591230699676,NCT01079130,asthma,Indacaterol,Indacaterol 150 µg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.05277591230699676
68,0,0.21543196095503378,NCT01079130,asthma,Salmeterol,Salmeterol,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.15
69,0,0.014187635105160887,NCT01080391,Multiple Myeloma,Carfilzomib,"Carfilzomib, Lenalidomide, and Dexamethasone (CRd)",Phase 3,1,1,0,0,0,,,0,24.0,reliable,0.014187635105160887
70,0,0.011583257631556067,NCT01081834,"Diabetes Mellitus, Type 2",Canagliflozin,Canagliflozin 100 mg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.011583257631556067
71,0,0.022427141098288167,NCT01081834,"Diabetes Mellitus, Type 2",Sitagliptin,Placebo/Sitagliptin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.022427141098288167
72,0,0.037858038192266665,NCT01082744,Pain,Sufentanil,Continuous paravertebral block with ropivacaine and sufentanil,Phase 3,0,1,0,0,0,,0.0,0,88.0,low_confidence,0.037858038192266665
74,0,0.003063108513458055,NCT01084005,Type 2 Diabetes,linagliptin,linagliptin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.003063108513458055
75,0,0.178356878582763,NCT01086384,asthma,Fluticasone Furoate/GW642444,Fluticasone furoate/GW642444,Phase 3,0,0,0,0,0,,1.0,0,50.0,low_confidence,0.178356878582763
76,0,0.28322905404227827,NCT01086384,asthma,Fluticasone furoate,fluticasone furoate,Phase 3,0,0,0,0,0,,1.0,0,50.0,low_confidence,0.28322905404227827
77,0,0.0022310277203512,NCT01087502,diabetes Mellitus,Linagliptin,Linagliptin,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.0022310277203512
78,0,0.0038767263428681393,NCT01087502,diabetes Mellitus,Glimepiride,Glimepiride,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.0038767263428681393
79,0,0.3842334343244479,NCT01087658,Chemotherapy-Induced Peripheral Neuropathy,Glutamine,Glutamine and calcium magnesium,Phase 3,0,1,0,0,0,,0.0,0,,unscored,0.3842334343244479
80,0,0.24787877771782174,NCT01089127,Chronic Obstructive Pulmonary Disease,Indacaterol,Indacaterol 150 μg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.15
81,0,0.15795916895949202,NCT01089127,Chronic Obstructive Pulmonary Disease,Salmeterol 50 μg,Salmeterol 50 μg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.15
82,1,0.6767687205423019,NCT01089556,"Diabetic Neuropathy, Painful",Duloxetine,Duloxetine,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.6767687205423019
83,1,0.8008629766754872,NCT01089556,"Diabetic Neuropathy, Painful",Pregabalin,Pregabalin,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.8008629766754872
84,1,0.610649022616597,NCT01089556,"Diabetic Neuropathy, Painful",Duloxetine; Pregabalin,Duloxetine + Pregabalin,Phase 3,0,1,0,0,0,,0.0,0,19.0,reliable,0.610649022616597
85,0,0.4085600017502252,NCT01090713,binge eating disorder,lisdexamfetamine,Lisdexamfetamine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.4085600017502252
86,0,0.5000645031914981,NCT01091675,ankylosing spondylitis,Etoricoxib,etoricoxib,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5000645031914981
87,0,0.02903624555046641,NCT01092221,mania,Allopurinol,Allopurinol,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.02903624555046641
88,0,0.0834419295176915,NCT01092962,Idiopathic Nephrotic Syndrome,Mycophenolate mofetil,Mycophenolate mofetil,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.0834419295176915
89,0,0.14070302726326314,NCT01092962,Idiopathic Nephrotic Syndrome,Cyclophosphamide,Cyclophosphamide,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.14070302726326314
90,0,0.2857822834466067,NCT01094886,"Arthritis; Osteoarthritis, Knee; Osteoarthritis, Hip; Thromboembolism",Rivaroxaban,001,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.2857822834466067
91,0,0.012539870030005871,NCT01095653,Type 2 Diabetes,Dapagliflozin,Group 1,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.012539870030005871
92,0,0.009730779740592454,NCT01095666,Type 2 Diabetes,Dapagliflozin,Group 1,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.009730779740592454
93,1,0.14292714766247056,NCT01097707,Benign Prostatic Hyperplasia,Erteberel,10mg LY500307,Phase 2,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.14292714766247056
94,0,0.32465939969341717,NCT01100112,"Colitis, Ulcerative",Budesonide,Budesonide,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.32465939969341717
95,0,0.0050502207805832615,NCT01100164,insomnia,Eszopiclone,eszopiclone 3 mg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,82.0,low_confidence,0.0050502207805832615
96,0,0.020685677885446833,NCT01100164,insomnia,Zopiclone,"zopiclone 7,5mg",Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,82.0,low_confidence,0.020685677885446833
97,0,0.008391419808136544,NCT01101035,cardiovascular disease,Febuxostat,Febuxostat,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.008391419808136544
98,0,0.005923722387699499,NCT01101035,cardiovascular disease,Allopurinol,Allopurinol,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.005923722387699499
99,1,0.1237024840735876,NCT01101438,Breast Cancer,metformin hydrochloride,Arm I,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.1237024840735876
100,1,0.040267063073897574,NCT01103583,Multiple Sclerosis,Hydroxyurea,Hydroxyurea,Phase 2/3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.040267063073897574
101,0,0.29855993112107654,NCT01104766,schizophrenia,Cariprazine,Cariprazine 3mg,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.29855993112107654
102,0,0.3569336271854901,NCT01104766,schizophrenia,Aripiprazole,Aripiprazole 10mg,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.3569336271854901
103,0,0.29855993112107654,NCT01104779,schizophrenia,Cariprazine,Cariprazine (3-6 mg/day),Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.29855993112107654
104,0,0.29855993112107654,NCT01104792,schizophrenia,Cariprazine,Cariprazine,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.29855993112107654
106,0,0.00309282791964626,NCT01106625,"Diabetes Mellitus, Type 2",Canagliflozin,Canagliflozin 100 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.00309282791964626
107,0,0.006555563447349345,NCT01106677,"Diabetes Mellitus, Type 2",Canagliflozin,Canagliflozin 100 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.006555563447349345
108,0,0.019515636157389615,NCT01106677,"Diabetes Mellitus, Type 2",Sitagliptin,Sitagliptin 100 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.019515636157389615
109,0,0.00309282791964626,NCT01106690,"Diabetes Mellitus, Type 2",Canagliflozin,Canagliflozin 100 mg,Phase 3,0,1,0,0,0,,,0,19.0,reliable,0.00309282791964626
110,0,0.1586417094474756,NCT01107626,Lung Cancer,Pemetrexed Disodium Heptahydrate,Arm B (Induction then Maintenance with Pemetrexed),Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
111,0,0.11980130704515841,NCT01109784,Coronary Artery Disease (CAD); Acute Coronary Syndrome (ACS),prasugrel,prasugrel,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,22.0,reliable,0.11980130704515841
112,0,0.09310755992996442,NCT01109784,Coronary Artery Disease (CAD); Acute Coronary Syndrome (ACS),clopidogrel,clopidogrel,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,22.0,reliable,0.09310755992996442
113,0,0.440219995422919,NCT01112826,Breast Cancer,Capecitabine,Capecitabine,Phase 3,1,0,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
114,0,0.014933753858776894,NCT01113489,allergic rhinitis,beclomethasone dipropionate,beclomethasone dipropionate suspension for nebulization,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.014933753858776894
115,0,0.007709897603397101,NCT01114308,opioid use disorder,Probuphine (buprenorphine implant),Probuphine,Phase 3,0,0,0,0,0,,0.0,0,59.0,low_confidence,0.007709897603397101
116,0,0.008285479900419319,NCT01114308,opioid use disorder,Buprenorphine,sublingual buprenorphine,Phase 3,0,0,0,0,0,,0.0,0,59.0,low_confidence,0.008285479900419319
117,0,0.2654949021037566,NCT01114529,Kidney Transplantation,Prograf or Neoral,"Calcineurin inhibitor, Prograf or Neoral",Phase 3,0,0,0,0,0,,,0,,unscored,0.2654949021037566
118,1,0.5558067714770452,NCT01114737,Phenylketonuria,Sapropterin dihydrochloride,Sapropterin dihydrochloride,Phase 3,0,0,0,0,0,,,0,,unscored,0.5558067714770452
119,0,0.01591579641957452,NCT01115673,Pain,Acetaminophen,ACE-1000,Phase 3,0,0,0,0,0,,0.0,0,88.0,low_confidence,0.01591579641957452
120,0,0.21190288153334863,NCT01115855,Heart Failure,Eplerenone,Eplerenone arm,Phase 3,0,0,0,0,0,,0.0,0,40.0,reliable,0.21190288153334863
121,0,0.011470901763279348,NCT01116206,constipation,Prucalopride,Prucalopride,Phase 3,0,0,0,0,0,,0.0,0,75.0,low_confidence,0.011470901763279348
122,0,0.764140189251945,NCT01116583,"Pain, Postoperative",Gabapentin,Gabapentin,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.764140189251945
123,0,0.0036561365363690737,NCT01117012,cystic fibrosis,Ivacaftor,VX-770,Phase 3,0,0,0,0,0,,0.0,0,38.0,reliable,0.0036561365363690737
124,0,0.08172789183648003,NCT01117441,Acute Lymphoblastic Leukemia,fludarabine; daunoxome,R-HR experimental arm,Phase 3,1,1,0,0,0,,,0,,unscored,0.08172789183648003
125,0,0.0063430295776877015,NCT01118572,postoperative pain,etodolac,etodolac group,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.0063430295776877015
126,0,0.031866766576593916,NCT01119937,chronic obstructive pulmonary disease,Glycopyrronium Bromide,NVA237,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.031866766576593916
127,0,0.01600393871773149,NCT01119937,chronic obstructive pulmonary disease,Tiotropium,Tiotropium,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.01600393871773149
128,0,0.019995751553433777,NCT01120405,coronary artery disease,Xenon,Xenon,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.019995751553433777
129,0,0.029798997592448896,NCT01120405,coronary artery disease,Sevoflurane,sevoflurane,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.029798997592448896
130,0,0.08108035711149128,NCT01120691,COPD,Glycopyrronium Bromide,NVA237,Phase 3,0,1,0,0,0,,1.0,0,50.0,low_confidence,0.08108035711149128
131,0,0.11131891586625908,NCT01120691,COPD,tiotropium,open-label tiotropium,Phase 3,0,1,0,0,0,,1.0,0,50.0,low_confidence,0.11131891586625908
132,0,0.26484404894966673,NCT01121042,Schizoaffective and Schizophreniform Disorders; Schizophrenia,Ondansetron,Ondansetron,Phase 3,0,0,0,0,0,,0.0,0,65.0,low_confidence,0.26484404894966673
133,1,0.4500806214640429,NCT01121536,Depression,Armodafinil,Armodafinil 150-200 mg/day,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.4500806214640429
134,0,0.13845705995047594,NCT01121848,Pancreatic Cancer,Oxaliplatin,XELOX or modified FOLFOX-6,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.13845705995047594
135,0,0.27084391015616405,NCT01122641,Insulin Resistance; Microvascular Disease,Vildagliptin,Vildagliptin,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.27084391015616405
136,0,0.4537194062583678,NCT01122927,"Adolescent Schizophrenia; Child or Adolescent Bipolar I Disorder, Manic or Mixed Episode With or Without Psychotic Features",Aripiprazole,Phase 1 and Phase 2,Phase 3,0,0,0,0,0,,,0,,unscored,0.4537194062583678
137,0,0.06657209404155182,NCT01125566,Metastatic Breast Cancer,Afatinib,Arm A: BIBW 2992 with vinorelbine,Phase 3,1,1,0,0,0,,,0,15.0,reliable,0.06657209404155182
138,1,0.0062875603084073415,NCT01126216,Neck Cancer,Paclitaxel,Reduced RT + Pacitaxel/Cisplatin,Phase 3,1,1,0,0,0,,,0,15.0,reliable,0.0062875603084073415
139,0,0.46522719548682073,NCT01126216,Neck Cancer,5-Fluorouracil,Standard RT + 5-Fluorouracil/Cisplatin,Phase 3,1,1,0,0,0,,,0,15.0,reliable,0.46522719548682073
140,0,0.010601580445234201,NCT01126580,Type 2 Diabetes Mellitus,Metformin,Metformin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.010601580445234201
142,1,0.5220594162281083,NCT01129674,Schizophrenia,Pomaglumetad Methionil Anhydrous,LY2140023,Phase 2/3,0,0,0,0,0,,,0,70.0,low_confidence,0.5220594162281083
143,0,0.11692500525998444,NCT01130025,Venous Thromboembolism,Warfarin,Warfarin,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.11692500525998444
144,1,0.2555441363597547,NCT01130181,vitamin D deficiency,Cholecalciferol,Cholecalciferol,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.2555441363597547
145,1,0.013058937664700435,NCT01130246,Acute Coronary Syndrome,"A-002, varespladib methyl",A-002 500 mg,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.013058937664700435
147,0,0.016962573088677546,NCT01133626,perennial allergic rhinitis,Beclomethasone dipropionate,BDP HFA 320 µg/day,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.016962573088677546
148,0,0.010322373908763971,NCT01133626,perennial allergic rhinitis,Prednisone capsules,Prednisone,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.010322373908763971
150,0,0.06155625351755871,NCT01135433,Type 2 Diabetes Mellitus,ipragliflozin,ASP group,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.06155625351755871
151,0,0.008312365651379716,NCT01137474,Type 2 Diabetes,Dapagliflozin,"Dapagliflozin, 10 mg",Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.008312365651379716
152,0,0.00309282791964626,NCT01137812,"Diabetes Mellitus, Type 2",Canagliflozin,Canagliflozin 300 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.00309282791964626
153,0,0.014642228751140147,NCT01137812,"Diabetes Mellitus, Type 2",Sitagliptin,Sitagliptin 100 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,19.0,reliable,0.014642228751140147
154,0,0.14815575231534564,NCT01138475,Secondary Hyperparathyroidism,Paricalcitol,Paricalcitol,Phase 3,0,0,0,0,0,,0.0,0,,unscored,0.14815575231534564
155,0,0.085667316858668,NCT01138475,Secondary Hyperparathyroidism,Cholecalciferol,cholecalciferol,Phase 3,0,0,0,0,0,,0.0,0,,unscored,0.085667316858668
156,0,0.2810380808833624,NCT01139762,Benign Prostatic Hyperplasia; Enlarged Prostate,Tadalafil,Tadalafil,Phase 3,0,1,0,0,0,,0.0,0,54.0,low_confidence,0.2810380808833624
157,0,0.7218021293929536,NCT01140217,Contraceptive Usage,Norethindrone Acetate,Active treatment,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.7218021293929536
158,0,0.46087367789895567,NCT01140451,Cystic Fibrosis,Ataluren,Ataluren/Ataluren,Phase 3,0,0,0,0,0,,0.0,0,38.0,reliable,0.46087367789895567
159,0,0.16886147084788466,NCT01140906,Major Depressive Disorder,Vortioxetine (Lu AA21004),Vortioxetine: 15 mg,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.16886147084788466
160,0,0.1324599271159341,NCT01142258,Sleep Disorder,Trazodone,Trazodone,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,67.0,low_confidence,0.1324599271159341
161,1,0.2099988103652107,NCT01142505,wheezing,Montelukast,Montelukast,Phase 3,0,0,0,0,0,,,0,,unscored,0.2099988103652107
162,0,0.288851139237906,NCT01142596,schizophrenia,Asenapine,Asenapine 10 mg BID,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.288851139237906
164,0,0.01699796721808501,NCT01146834,Multiple Myeloma,bortezomib (Velcade); cyclophosphamide,"Arm A: VELCADE, CYCLOPHOSPHAMIDE, & G-CSF",Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.01699796721808501
165,0,0.03492705373121356,NCT01146834,Multiple Myeloma,bortezomib (Velcade),Arm B: VELCADE & G-CSF,Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.03492705373121356
166,0,0.002794549338192905,NCT01146834,Multiple Myeloma,cyclophosphamide,Arm C: CYCLOPHOSPHAMIDE & G-CSF,Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.002794549338192905
167,0,0.030149288466465196,NCT01146834,Multiple Myeloma,Plerixafor,Arm D: PLERIXAFOR & G-CSF,Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.030149288466465196
168,0,0.02168083621794369,NCT01146834,Multiple Myeloma,bortezomib (Velcade); Plerixafor,"Arm E: PLERIXAFOR, VELCADE, & G-CSF",Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.02168083621794369
169,0,0.3142802463133235,NCT01147289,Lumbar Sciatic Pain,Meloxicam,Meloxicam,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.3142802463133235
170,0,0.011470901763279348,NCT01147926,constipation,Prucalopride,Prucalopride,Phase 3,0,0,0,0,0,,0.0,0,75.0,low_confidence,0.011470901763279348
171,1,0.004684065353133898,NCT01148043,Osteoarthritis,Hydroxychloroquine,Hydroxychloroquine,Phase 3,0,0,0,0,0,,0.0,0,80.0,low_confidence,0.004684065353133898
172,0,0.010353165627356015,NCT01150162,Gastric Ulcer,Rebamipide,Mucosta and Omeprazole,Phase 3,0,1,0,0,0,,0.0,0,44.0,reliable,0.010353165627356015
174,1,0.5102608360021715,NCT01151215,Breast Cancer,Sapitinib,1,Phase 2,1,1,0,0,0,,0.0,0,22.0,reliable,0.5102608360021715
175,0,0.00794415072562718,NCT01151410,Hypertension,Aliskiren,Aliskiren,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.00794415072562718
176,0,0.015274398287086387,NCT01151410,Hypertension,Enalapril,Enalapril,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.015274398287086387
177,0,0.2169775028906165,NCT01151540,Lennox-Gastaut syndrome,Rufinamide,Rufinamide,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.2169775028906165
178,0,0.006238712649216832,NCT01151852,Gastrointestinal Stromal Tumors,Imatinib,Imatinib,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.006238712649216832
179,0,0.7117526504702384,NCT01152190,Benign Prostatic Hyperplasia,Tadalafil,5 milligrams (mg) Tadalafil,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.7117526504702384
180,0,0.1265057385979282,NCT01152996,depressive disorder,Vortioxetine,Vortioxetine,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.1265057385979282
181,0,0.15002210216469594,NCT01153009,Major Depressive Disorder,Vortioxetine,Vortioxetine 15 mg,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.15002210216469594
182,0,0.27896118370139733,NCT01153009,Major Depressive Disorder,Duloxetine,Duloxetine 60 mg,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.27896118370139733
183,0,0.01972531548527417,NCT01154036,Hypercholesterolemia,Ezetimibe,Phase I: ezetimibe (EZ) 10 mg + atorvastatin (Atorva) 10 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,22.0,reliable,0.01972531548527417
184,1,0.11298966569288371,NCT01155310,Chronic Obstructive Pulmonary Disease,Helium/Oxygen 78%/22%,Helium/Oxygen,Phase 3,0,0,0,0,0,,,0,50.0,low_confidence,0.11298966569288371
185,0,0.11980130704515841,NCT01155765,Hemodialysis; Chronic Renal Failure,Prasugrel,Prasugrel,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.11980130704515841
186,0,0.09310755992996442,NCT01155765,Hemodialysis; Chronic Renal Failure,Clopidogrel,Clopidogrel,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.09310755992996442
187,0,0.28322905404227827,NCT01159912,asthma,Fluticasone furoate,Fluticasone Furoate OD and Placebo BID,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.15
188,0,0.16562651368670475,NCT01159912,asthma,Fluticasone propionate,Fluticasone Propionate BID and Placebo OD,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.15
189,1,0.006439068183357327,NCT01160380,Multiple Myeloma,armodafinil,Armodafinil,Phase 3,1,0,0,0,0,,0.0,0,24.0,reliable,0.006439068183357327
190,0,0.05385119514571646,NCT01162239,nicotine dependence,Varenicline,Extended Brief Contact,Phase 3,0,0,0,0,0,,0.0,0,59.0,low_confidence,0.05385119514571646
191,0,0.2826388356260193,NCT01163032,non-24-hour sleep-wake disorder,tasimelteon,tasimelteon,Phase 3,0,0,0,0,0,,0.0,0,67.0,low_confidence,0.2826388356260193
192,0,0.15002210216469594,NCT01163266,Major Depressive Disorder,Vortioxetine,Vortioxetine 10 mg,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.15002210216469594
193,0,0.05924084042130358,NCT01167881,Type 2 Diabetes,Empagliflozin,BI 10773 dose plus metformin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.05924084042130358
194,0,0.008595867867404048,NCT01167881,Type 2 Diabetes,Glimepiride,Glimepiride 1-4 mg plus metformin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.008595867867404048
195,0,0.06301906860814284,NCT01170221,skin and soft tissue bacterial infection,TR-701 FA,TR-701 FA,Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.06301906860814284
197,1,0.07640153094947538,NCT01170780,Inguinal Hernia; Femoral Hernia,Dexamethasone,Dexamethasone,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.07640153094947538
198,0,0.09751445706799856,NCT01171794,Altitude Sickness,Ibuprofen,ibuprofen,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.09751445706799856
199,0,0.3940665971632399,NCT01174173,Angina; Pulmonary Arterial Hypertension,Ranolazine,Ranolazine,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.3940665971632399
200,0,0.4869655176080153,NCT01176240,Parkinson's Disease,Droxidopa,Droxidopa,Phase 3,0,0,0,0,0,,0.0,0,58.0,low_confidence,0.4869655176080153
201,0,0.4457939324321528,NCT01176409,Human Immunodeficiency Virus; Herpes Simplex,Valacyclovir,High dose valacyclovir,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.4457939324321528
202,0,0.0423400953427033,NCT01177384,Type 2 Diabetes Mellitus,Sitagliptin phosphate,Sitagliptin,Phase 3,0,1,0,0,0,,,0,25.0,reliable,0.0423400953427033
203,0,0.05924084042130358,NCT01177813,Type 2 Diabetes,Empagliflozin,BI 10773 high dose,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.05924084042130358
204,0,0.06738167245185026,NCT01177813,Type 2 Diabetes,Sitagliptin,Sitagliptin 100 mg,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.06738167245185026
205,1,0.2622127692300645,NCT01178281,Primary Myelofibrosis; MPN-associated Myelofibrosis,Pomalidomide,China Extension: Pomalidomide 0.5 mg,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.2622127692300645
