row_idx,y,p,NCT_ID,Disease,Drug_Clean,Arm_Label,Phase,disease_is_oncology,is_combination,is_surrogate_pass,is_onc_cytotoxic_mono,efficacy_surgical_pass,surgical_reason,endpoint_physiology_score,is_offmech,effect_size_uncertainty,confidence_tier,p_adj
1317,1,0.01959708553126,NCT02031640,asthma,Beclomethasone dipropionate,BDP 320 mcg BAI,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,1.0,0,50.0,low_confidence,0.01959708553126
1318,0,0.060519641219534924,NCT02032277,Breast Cancer,Veliparib,Arm A,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.060519641219534924
1322,0,0.032484671348515584,NCT02033889,Type 2 Diabetes Mellitus,Ertugliflozin,Ertugliflozin 15 mg,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.032484671348515584
1323,0,0.05061963300912449,NCT02034019,Treatment of Ocular Inflammation and Pain,Dexamethasone,OTX-DP (Dexamethasone Punctum Plug),Phase 3,0,1,0,0,0,,0.0,0,81.0,low_confidence,0.05061963300912449
1324,0,0.3690641160601362,NCT02034162,helminth infection,Mebendazole,Mebendazole,Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.3690641160601362
1325,0,0.6075470879487667,NCT02034916,Breast Neoplasms; BRCA 1 Gene Mutation; BRCA 2 Gene Mutation,talazoparib,talazoparib,Phase 2,1,0,0,0,0,,0.0,0,15.0,reliable,0.6075470879487667
1326,0,0.5967259129013297,NCT02035267,submental fat,Deoxycholic Acid,ATX-101 deoxycholic acid injection - Grade 1,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5967259129013297
1327,0,0.028105474323120494,NCT02036515,Type 2 Diabetes Mellitus,Ertugliflozin,Ertugliflozin 15 mg,Phase 3,0,1,0,0,0,,,0,25.0,reliable,0.028105474323120494
1328,0,0.015102754598799405,NCT02038036,Polycythemia Vera,Ruxolitinib,Ruxolitinib,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.015102754598799405
1329,0,0.19415231066528063,NCT02040376,Radiation-Induced Brain Injury,Metformin,Group A (Crossover Group 1),Phase 3,0,0,0,0,0,,0.0,0,,unscored,0.19415231066528063
1330,1,0.8754671663454024,NCT02042183,functional constipation,Lubiprostone,Lubiprostone,Phase 3,0,0,0,0,0,,0.0,0,75.0,low_confidence,0.8754671663454024
1331,0,0.1645779539206508,NCT02043054,Type 2 DIAbetes,Liraglutide,Liraglutide,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.1645779539206508
1332,0,0.1966590856225227,NCT02043054,Type 2 DIAbetes,Sitagliptin,Sitagliptin,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.1966590856225227
1333,0,0.6509576750042889,NCT02044380,Lung Cancer,Afatinib,Afatinib,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.6509576750042889
1334,0,0.27230666981082996,NCT02045290,Type 1 Diabetes,Metformin,Metformin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.15
1335,0,0.26890319870809887,NCT02045862,Urinary Bladder Overactive; Overactive Bladder; Urgency Incontinence; Urinary Bladder Diseases\Urologic Diseases,Solifenacin succinate,Solifenacin 5 mg + Mirabegron 50 mg,Phase 3,0,1,0,0,0,,0.0,0,54.0,low_confidence,0.26890319870809887
1336,0,0.23238182818275196,NCT02046369,Bipolar I Depression,Lurasidone,Luradisone,Phase 3,0,0,0,0,0,,,0,,unscored,0.23238182818275196
1337,0,0.019386900070917524,NCT02047734,Multiple Sclerosis,Ozanimod,Ozanimod 0.5 mg,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.019386900070917524
1338,0,0.0035197145070463994,NCT02052310,anemia of chronic kidney disease,Roxadustat,Roxadustat,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.0035197145070463994
1339,0,0.08639792510684692,NCT02054702,schizophrenia,Brexpiprazole,Brexpiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.08639792510684692
1340,0,0.3569336271854901,NCT02054702,schizophrenia,Aripiprazole,Aripiprazole,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.3569336271854901
1342,1,0.6917515996679712,NCT02057666,"Prostatic Neoplasms, Castration-Resistant",Tasquinimod,Tasquinimod,Phase 3,1,0,0,0,0,,,0,,unscored,0.6917515996679712
1344,0,0.013414295427730927,NCT02058485,Hypertension,Dexmedetomidine,Group HD,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.013414295427730927
1345,0,0.0029488069544482505,NCT02058485,Hypertension,Midazolam,Group HM,Phase 3,0,0,0,0,0,,0.0,0,25.0,reliable,0.0029488069544482505
1346,0,0.012814645420023469,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,imiquimod,Arm A (imiquimod),Phase 3,0,0,0,0,0,,0.0,0,15.0,reliable,0.012814645420023469
1347,0,0.013027797866603344,NCT02059499,Anal Intraepithelial Neoplasia; High-grade Squamous Intraepithelial Lesion; HIV Infection,fluorouracil,Arm B (fluorouracil),Phase 3,0,0,0,0,0,,0.0,0,15.0,reliable,0.013027797866603344
1348,0,0.33201914708434016,NCT02061657,uterine fibroids,Misoprostol,"Myomectomy, rectal Misoprostol",Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.33201914708434016
1350,0,0.28007568955945866,NCT02062879,Acute Pain; Multiple Trauma; Fractures,Hydromorphone,Hydromorphone,Phase 3,0,0,0,0,0,,,0,,unscored,0.28007568955945866
1351,0,0.13331319717861417,NCT02065219,Chronic pain,Bupivacaine,Bupivacaine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.13331319717861417
1352,0,0.13331319717861417,NCT02065804,Chronic pain,Bupivacaine,Active drug,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.13331319717861417
1355,0,0.11805437499869978,NCT02066454,Venous Thromboembolism,Apixaban,Apixaban,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.11805437499869978
1356,0,0.00798349371450996,NCT02068443,Type 2 Diabetes Mellitus,Metformin hydrochloride,Alogliptin + Metformin Hydrochloride QD,Phase 3,0,1,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.00798349371450996
1357,0,0.29105963387041445,NCT02068846,HIV; Salivary Gland Disease; Benign Lymphoepithelial Lesion,Ciprofloxacin,Ciprofloxacin,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.29105963387041445
1358,0,0.2555441363597547,NCT02069990,vitamin D deficiency,Cholecalciferol,30000IU cholecalcipherol once a month,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.2555441363597547
1361,0,0.007513009148367658,NCT02072434,Atrial Fibrillation,Edoxaban,Edoxaban,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.007513009148367658
1362,0,0.0024675723958331166,NCT02072434,Atrial Fibrillation,Warfarin,Warfarin,Phase 3,0,1,0,0,0,,0.0,0,22.0,reliable,0.0024675723958331166
1363,0,0.22099472505621032,NCT02073682,Venous Thromboembolism (VTE); Deep Vein Thrombosis (DVT); Pulmonary Embolism (PE); Cancer,Edoxaban,Edoxaban group,Phase 3,1,1,0,0,0,,0.0,0,15.0,reliable,0.22099472505621032
1364,1,0.07640153094947538,NCT02073734,Pelvic Organ Prolapse; PONV,Dexamethasone,Dexamethasone,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.07640153094947538
1365,0,0.49353348685052956,NCT02073773,Ischaemic Stroke,Levodopa,"Virtual Reality based therapy, levodopa",Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.49353348685052956
1366,1,0.4387880546044558,NCT02074007,Acute Otitis Media,AR01,AR01 - Topical Otic Solution,Phase 3,0,0,0,0,0,,,0,,unscored,0.4387880546044558
1368,0,0.20556871604264315,NCT02075840,Non-Small Cell Lung Cancer,Alectinib,Alectinib,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.20556871604264315
1369,0,0.4095231834375177,NCT02075840,Non-Small Cell Lung Cancer,Crizotinib,Crizotinib,Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.4095231834375177
1370,0,0.1964230756107048,NCT02076399,immune thrombocytopenia,Fostamatinib disodium,Fostamatinib Disodium,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.15
1371,1,0.1964230756107048,NCT02076412,immune thrombocytopenia,Fostamatinib Disodium,Fostamatinib Disodium,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.15
1372,0,0.1964230756107048,NCT02077192,immune thrombocytopenia,Fostamatinib Disodium,Fostamatinib Disodium,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,29.0,reliable,0.15
1373,0,0.19886365027517552,NCT02078063,Insertion of Intrauterine Contraception,Mepivacaine,Mepivacaine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.19886365027517552
1374,0,0.1317777973882871,NCT02079727,Knee Osteoarthritis,chondroitin sulfate,Condrosulf (Chondroitin 4&6 sulfate),Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.1317777973882871
1375,0,0.07950829037235686,NCT02079727,Knee Osteoarthritis,celecoxib,Celebrex 200 mg capsule,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.07950829037235686
1376,1,0.9949123411221956,NCT02080364,Alzheimer's Disease,Azeliragon,Azeliragon 5mg,Phase 3,0,0,0,0,0,,0.0,0,60.0,low_confidence,0.9949123411221956
1377,0,0.019353243874912694,NCT02082769,gout,Febuxostat,Febuxostat 40 mg QD,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.019353243874912694
1378,0,0.013609683513357807,NCT02082769,gout,Allopurinol,Allopurinol 100mg QD,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.013609683513357807
1379,0,0.24784568878071317,NCT02084069,Heart Valve Diseases,Atorvastatin,Treatment,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.24784568878071317
1380,0,0.24758317080014347,NCT02084420,Peptic Ulcer,Ilaprazole,Ilaprazole or Pantoprazole placebo,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.24758317080014347
1381,0,0.2566675492522346,NCT02084420,Peptic Ulcer,Pantoprazole,Ilaprazole placebo or Pantoprazole,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.2566675492522346
1382,0,0.01600393871773149,NCT02085161,chronic obstructive pulmonary disease,tiotropium +olodaterol,tiotropium + olodaterol high dose with BM,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.01600393871773149
1383,0,0.01600393871773149,NCT02085161,chronic obstructive pulmonary disease,tiotropium,tiotropium,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.01600393871773149
1384,0,0.6570053330755472,NCT02085408,Acute Myeloid Leukemia,Daunorubicin; Cytarabine,A (Induction:daunorubicin/cytarabine; consolidation:cytarabine; maintenance:observation/transplant),Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.6570053330755472
1385,0,0.8804104456432805,NCT02085408,Acute Myeloid Leukemia,Clofarabine; Decitabine,B (Induction: clofarabine; Consolidation: clofarabine; Maintenance: decitabine or transplant),Phase 3,1,1,0,0,0,,0.0,0,24.0,reliable,0.8804104456432805
1386,0,0.5697563999273383,NCT02086500,Traumatic Hemorrhage,Tranexamic Acid,Prehospital Tranexamic Acid,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.5697563999273383
1387,0,0.8386355614804542,NCT02086929,Major Depression,Trazodone,Trazodone,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.8386355614804542
1388,0,0.8835694860144659,NCT02086929,Major Depression,Venlafaxine,Venlafaxine XR,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.8835694860144659
1389,0,0.010579323778181608,NCT02087007,vasospastic angina,Cilostazol,group 1,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.010579323778181608
1390,0,0.246754699051708,NCT02087059,Primary Myelofibrosis (MF),Ruxolitinib,Ruxolitinib,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.246754699051708
1391,0,0.07640153094947538,NCT02089113,Post-Surgical Ocular Pain; Post-Surgical Ocular Inflammation,Dexamethasone,OTX-DP,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.07640153094947538
1392,0,0.1687338231811589,NCT02090764,impetigo,Ozenoxacin,Ozenoxacin,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.1687338231811589
1393,1,0.8240009688658889,NCT02093962,Lung Cancer,TH-302 combination with pemetrexed,TH-302 and pemetrexed,Phase 2,1,0,0,0,0,,,0,22.0,reliable,0.8240009688658889
1394,1,0.19718559112051146,NCT02095717,Prostate Cancer,Curcumin,Curcumin,Phase 2,1,1,0,0,0,,0.0,0,22.0,reliable,0.19718559112051146
1395,0,0.31940994661796884,NCT02095990,melasma,Hydroquinone,Hydroquinone,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.31940994661796884
1396,0,0.3612055588833575,NCT02096705,Diabetes,Dapagliflozin,Group 1: Dapagliflozin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.15
1397,0,0.1150539162246311,NCT02099747,severe aplastic anemia,Eltrombopag,hATG + CsA + Eltrombopag,Phase 3,0,1,0,0,0,,0.0,0,29.0,reliable,0.1150539162246311
1398,1,0.3836873015968075,NCT02100007,Solid Tumors,Me-344; Topotecan,ME-344,Phase 2,1,1,0,0,0,,0.0,0,15.0,reliable,0.3836873015968075
1399,1,0.451915287349456,NCT02101268,primary myelofibrosis,Momelotinib,Arm 1: Momelotinib,Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.451915287349456
1401,0,0.20415617671124214,NCT02105974,Chronic Obstructive Pulmonary Disease,Fluticasone Furoate,Fluticasone Furoate/Vilanterol 100/25 Inhalation Powder,Phase 3,0,1,0,0,0,,1.0,0,50.0,low_confidence,0.20415617671124214
1402,0,0.444165487888298,NCT02106494,Chemotherapy-induced Nausea and Vomiting,Granisetron,APF530 500 mg SC,Phase 3,0,1,0,0,0,,,0,75.0,low_confidence,0.444165487888298
1403,0,0.2051760046017909,NCT02106494,Chemotherapy-induced Nausea and Vomiting,Ondansetron,ondansetron 0.15 mg/kg IV,Phase 3,0,1,0,0,0,,,0,75.0,low_confidence,0.2051760046017909
1404,0,0.2069688227210557,NCT02106546,Lung Cancer,Veliparib,Veliparib + Carboplatin + Paclitaxel,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
1405,1,0.46087367789895567,NCT02107859,Cystic Fibrosis,Ataluren,Ataluren,Phase 3,0,0,0,0,0,,0.0,0,38.0,reliable,0.46087367789895567
1407,0,0.7703704759389594,NCT02112487,Pulmonary Arterial Hypertension,Macitentan,Macitentan,Phase 3,0,0,0,0,0,,0.0,0,45.0,reliable,0.7703704759389594
1408,0,0.3351180038037497,NCT02112578,Vertigo,Meclizine,Meclizine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.3351180038037497
1411,0,0.02801519345770805,NCT02116530,Chemotherapy-Induced Nausea and Vomiting,Olanzapine,Olanzapine + Chemotherapy + Antiemetic treatment,Phase 3,0,1,0,0,0,,0.0,0,75.0,low_confidence,0.02801519345770805
1412,1,0.012914850970609779,NCT02119663,Pancreatic Cancer,Ruxolitinib,Ruxolitinib plus capecitabine,Phase 3,1,1,0,0,0,,0.0,0,22.0,reliable,0.012914850970609779
1413,1,0.5691966264714705,NCT02120027,Irritable Bowel Syndrome With Diarrhea,Ibodutant,Ibodutant 10 mg,Phase 3,0,0,0,0,0,,,0,,unscored,0.5691966264714705
1414,0,0.017462237766905708,NCT02120898,actinic keratosis,Imiquimod,Generic Imiquimod Cream 2.5%,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.017462237766905708
1415,0,0.018241628219679125,NCT02120898,actinic keratosis,Zyclara®,Zyclara® (Imiquimod) Cream 2.5%,Phase 3,0,0,0,0,0,,0.0,0,52.0,low_confidence,0.018241628219679125
1416,0,0.07640153094947538,NCT02121262,Macular Edema,Dexamethasone,Dexamethasone,Phase 3,0,0,0,0,0,,0.0,0,49.0,low_confidence,0.07640153094947538
1417,0,0.2857822834466067,NCT02123524,Symptomatic Superficial Vein Thrombosis,Rivaroxaban,Rivaroxaban,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.2857822834466067
1419,0,0.02466853898586559,NCT02124564,epilepsy,Lacosamide,Lacosamide,Phase 3,0,0,0,0,0,,0.0,0,48.0,reliable,0.02466853898586559
1420,0,0.0857633838760903,NCT02125344,Breast Cancer,non-pegylated liposomal doxorubicin; Carboplatin,PM(Cb),Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.0857633838760903
1421,0,0.11733801915465862,NCT02125344,Breast Cancer,Epirubicin; Cyclophosphamide,ETC,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.11733801915465862
1422,0,0.5697563999273383,NCT02125890,Abdominal Aortic Aneurysms,Tranexamic Acid,Tranexamic Acid,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5697563999273383
1423,0,0.2607393898654869,NCT02128061,Diffuse Large B Cell Lymphoma,Lenalidomide,R2-miniCHOP,Phase 3,1,1,0,0,0,,0.0,0,18.0,reliable,0.2607393898654869
1424,1,0.5647008558511528,NCT02128685,threatened miscarriage,Dydrogesterone,Dydrogesterone,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.5647008558511528
1425,0,0.006316737289389397,NCT02130557,Chronic Myelogenous Leukemia,Bosutinib,Bosutinib,Phase 3,1,0,0,0,0,,0.0,0,18.0,reliable,0.006316737289389397
1426,0,0.0069746077792621946,NCT02130557,Chronic Myelogenous Leukemia,Imatinib,Imatinib,Phase 3,1,0,0,0,0,,0.0,0,18.0,reliable,0.0069746077792621946
1428,0,0.011401659356110438,NCT02132533,preterm labor and delivery,Nifedipine,Nifedipine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.011401659356110438
1429,0,0.0056975371068728456,NCT02135029,Hyperlipidemia,Atorvastatin,Atorvastatin,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,22.0,reliable,0.0056975371068728456
1430,0,0.012991528177029213,NCT02135419,Anal Cancer,imiquimod,Arm I (treatment) [imiquimod],Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.012991528177029213
1431,0,0.013027797866603344,NCT02135419,Anal Cancer,fluorouracil,Arm I (treatment) [fluorouracil],Phase 3,1,0,0,0,0,,0.0,0,15.0,reliable,0.013027797866603344
1433,0,0.8754671663454024,NCT02138136,functional constipation,Lubiprostone,Lubiprostone,Phase 3,0,0,0,0,0,,0.0,0,75.0,low_confidence,0.8754671663454024
1434,1,0.6904620934420282,NCT02138786,Richter's Transformation,selinexor,selinexor,Phase 2,0,0,0,0,0,,0.0,0,44.0,reliable,0.6904620934420282
1435,0,0.2158736919052588,NCT02139046,Gout,Febuxostat IR,Febuxostat IR 40 mg,Phase 3,0,1,0,0,0,,,0,,unscored,0.2158736919052588
1436,0,0.2158736919052588,NCT02139046,Gout,Febuxostat IR,Febuxostat IR 80 mg,Phase 3,0,1,0,0,0,,,0,,unscored,0.2158736919052588
1437,0,0.2158736919052588,NCT02139046,Gout,Febuxostat XR,Febuxostat XR 40 mg,Phase 3,0,1,0,0,0,,,0,,unscored,0.2158736919052588
1438,0,0.47713659349808013,NCT02142738,Lung Cancer,Paclitaxel,Paclitaxel+Carboplatin,Phase 3,1,1,0,0,0,,,0,22.0,reliable,0.47713659349808013
1439,0,0.40943505813440506,NCT02142738,Lung Cancer,Cisplatin,Pemetrexed+Cisplatin,Phase 3,1,1,0,0,0,,,0,22.0,reliable,0.40943505813440506
1440,0,0.5171648729497128,NCT02142738,Lung Cancer,Gemcitabine,Gemcitabine+Carboplatin,Phase 3,1,1,0,0,0,,,0,22.0,reliable,0.5171648729497128
1441,0,0.5171648729497128,NCT02142738,Lung Cancer,Gemcitabine,Gemcitabine+Cisplatin,Phase 3,1,1,0,0,0,,,0,22.0,reliable,0.5171648729497128
1442,0,0.0470114509013603,NCT02143570,overactive bladder,Darifenacin,Darifenacin + Physiotherapy,Phase 3,0,0,0,0,0,,0.0,0,72.0,low_confidence,0.0470114509013603
1443,0,0.5837335267067003,NCT02143713,Endometriosis,Elagolix,Elagolix 150 mg QD,Phase 3,0,0,0,0,0,,,0,,unscored,0.5837335267067003
1444,0,0.0672834113745486,NCT02145975,Postoperative Pain,Fentanyl,Fentanyl,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.0672834113745486
1445,0,0.1455475899803705,NCT02145975,Postoperative Pain,Morphine,Morphine,Phase 3,0,0,0,0,0,,0.0,0,81.0,low_confidence,0.1455475899803705
1446,0,0.023590047368670417,NCT02147379,Bipolar I Disorder,Lurasidone,Lurasidone,Phase 3,0,0,0,0,0,,,0,78.0,low_confidence,0.023590047368670417
1447,1,0.4633946957239898,NCT02147873,Myelodysplastic Syndrome (MDS); Chronic Myelomonocytic Leukemia (CMML),birinapant,azacitidine with birinapant,Phase 2,1,1,0,0,0,,0.0,0,18.0,reliable,0.4633946957239898
1448,0,0.5697563999273383,NCT02150720,Hip Fracture; Blood Loss,Tranexamic Acid,Tranexamic acid,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.5697563999273383
1449,0,0.1603998852676456,NCT02153567,Dyspepsia; Anxiety; Depression,Escitalopram,Escitalopram,Phase 3,0,0,0,0,0,,0.0,0,78.0,low_confidence,0.1603998852676456
1450,0,0.31366442492631,NCT02154763,Bariatric Surgery Candidate,Ropivacaine,Intraperitoneal ropivacaine,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,42.0,reliable,0.15
1451,1,0.006859781825596681,NCT02155881,seasonal allergic rhinitis,Ciclesonide,Ciclesonide 200 mcg,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.006859781825596681
1452,0,0.007305617159182517,NCT02157376,Stress Ulcer Prophylaxis,Esomeprazole,Esomeprazole active treatment,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.007305617159182517
1453,0,0.12702730713857027,NCT02161146,allergic conjunctivitis,Olopatadine,Olopatadine,Phase 3,0,0,0,0,0,,0.0,0,54.0,low_confidence,0.12702730713857027
1454,0,0.33201914708434016,NCT02163616,postpartum hemorrhage,Misoprostol,PPH Treatment,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.33201914708434016
1455,0,0.10014837098532259,NCT02163694,Breast Cancer,Veliparib,Veliparib with Carboplatin and Paclitaxel,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.10014837098532259
1456,0,0.2058737804076018,NCT02163954,Chronic Kidney Disease,Ticagrelor,Ticagrelor,Phase 3,0,1,0,0,0,,0.0,0,29.0,reliable,0.2058737804076018
1457,0,0.005153590962677755,NCT02164578,Type 2 Diabetic Patients,Rivaroxaban,Rivaroxaban,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.005153590962677755
1458,0,0.007590619480288793,NCT02164578,Type 2 Diabetic Patients,Aspirin,Aspirin,Phase 3,0,0,0,0,0,,0.0,0,19.0,reliable,0.007590619480288793
1459,0,0.00951366699227734,NCT02165397,Waldenström's Macroglobulinemia,Ibrutinib,Open-Label Substudy (Ibrutinib),Phase 3,0,0,0,0,0,,0.0,0,18.0,reliable,0.00951366699227734
1460,0,0.11111927822090531,NCT02165826,COPD,Roflumilast,Roflumilast 250 μg once daily,Phase 3,0,0,0,0,0,,0.0,0,50.0,low_confidence,0.11111927822090531
1461,0,0.4473783746258969,NCT02168842,Parkinson Disease,Isradipine,Isradipine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.4473783746258969
1462,0,0.5925679762894447,NCT02173158,Familial Hypercholesterolemia - Homozygous,lomitapide,lomitapide,Phase 3,0,0,0,0,0,,,0,,unscored,0.5925679762894447
1463,0,0.06738167245185026,NCT02173457,Type 2 Diabetes,Sitagliptin,Arm 3,Phase 3,0,0,1,0,1,endpoint_surrogate_pass,0.0,0,25.0,reliable,0.06738167245185026
1465,0,0.005953565269237777,NCT02174627,anemia,Roxadustat,Roxadustat,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.005953565269237777
1466,0,0.005953565269237777,NCT02174731,anemia,Roxadustat,Roxadustat,Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.005953565269237777
1467,0,0.5392461999913152,NCT02178956,Junction Cancer,Napabucasin,BBI608 plus Paclitaxel,Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,15.0,reliable,0.15
1468,0,0.0066731748216176025,NCT02180217,Cushing syndrome,osilodrostat,osilodrostat (LCI699),Phase 3,0,0,0,0,0,,0.0,0,29.0,reliable,0.0066731748216176025
1469,0,0.009328916715733148,NCT02181413,Multiple Myeloma,Ixazomib Citrate,Ixazomib Citrate,Phase 3,1,0,0,0,0,,0.0,0,24.0,reliable,0.009328916715733148
1470,0,0.1455463618632526,NCT02181543,Is an Only Child,Clonidine,Clonidine,Phase 3,0,0,0,0,0,,0.0,0,44.0,reliable,0.1455463618632526
1471,0,0.540712850447723,NCT02184195,Pancreatic Cancer,Olaparib,Olaparib,Phase 3,1,0,0,0,0,,0.0,0,22.0,reliable,0.540712850447723
1472,1,0.5697563999273383,NCT02187120,Wounds and Injuries; Acute Coagulopathy,Tranexamic Acid,Tranexamic Acid,Phase 3,0,0,0,0,0,,0.0,0,42.0,reliable,0.5697563999273383
1473,0,0.4185066052378019,NCT02187198,opioid dependence,Buprenorphine,Buprenorphine high dose,Phase 3,0,0,0,0,0,,0.0,0,59.0,low_confidence,0.4185066052378019
1474,0,0.522814801803619,NCT02191397,Major Depressive Disorder,Bupropion,Bupropion Treatment Arm,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.522814801803619
1475,0,0.14538689261315735,NCT02191397,Major Depressive Disorder,Escitalopram,Escitalopram Treatment Arm,Phase 3,0,0,0,0,0,,0.0,0,90.0,low_confidence,0.14538689261315735
1476,0,0.09075237810925377,NCT02192190,Osteoarthritis,Celecoxib,Celecoxib + Placebo,Phase 2,0,0,0,0,0,,,0,80.0,low_confidence,0.09075237810925377
1477,0,0.39993371334502614,NCT02193022,post-kala-azar dermal leishmaniasis,Miltefosine,Miltefosine,Phase 3,0,0,0,0,0,,0.0,0,20.0,reliable,0.39993371334502614
1478,0,0.23627532398561332,NCT02194166,Breast Cancer,Paclitaxel; Docetaxel,Pre-Randomization (Trastuzumab IV),Phase 3,1,1,0,1,1,oncology_cytotoxic_monotherapy,0.0,0,22.0,reliable,0.15
1479,0,0.08639792510684692,NCT02194933,schizophrenia,Brexpiprazole,Brexpiprazole 2 mg,Phase 3,0,0,0,0,0,,0.0,0,70.0,low_confidence,0.08639792510684692
1480,0,0.03743529774106428,NCT02197221,Multiple Myeloma,Melphalan,Melphalan,Phase 3,1,0,0,0,0,,0.0,0,24.0,reliable,0.03743529774106428
1481,0,0.32558953525636314,NCT02197416,Venous Thromboembolism; Secondary Prevention,dabigatran etexilate,dabigatran etexilate,Phase 3,0,0,0,0,0,,0.0,0,22.0,reliable,0.32558953525636314
